,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
16566,combustible,1.49,(combustion)>able>,"(0, 1, 1)",2,5.2,10,50,313,1042.69,4,36.4217252396166,2
16568,comédien,8.93,(comédie)>ien>,"(0, 1, 1)",3,41.06,7,66.6666666666666,66,291.01,3,13.6363636363636,2
16571,comestible,1.31,(comest)>able>,"(0, 1, 1)",1,1.31,6,0,313,1042.69,4,39.6166134185303,2
16573,commanda,37.29,(commande)>[VB]>,"(0, 1, 1)",10,198.59,8,20,1600,25208.9699999999,2,7.5,2
16576,commandant,74.13,(commande)>ant/ent>,"(0, 1, 1)",10,198.59,8,0,522,3302.43999999999,7,1.72413793103448,2
16582,commandement,20.47,(commande)>ment>,"(0, 1, 1)",10,198.59,8,30,919,5042.80999999999,4,4.78781284004352,2
16588,commanderie,0.14,(commande)>erie>,"(0, 1, 1)",10,198.59,8,80,109,267.479999999999,4,77.9816513761467,2
16591,commandeur,2.52,(commande)>eur>,"(0, 1, 1)",10,198.59,8,60,501,2127.06,3,28.5429141716566,2
16593,commanditaire,0.82,(commande)>aire>,"(0, 1, 1)",10,198.59,8,70,179,853.76,4,64.804469273743,2
16606,commencement,6.22,(commencer)>ment>,"(0, 1, 1)",3,522.91,9,66.6666666666666,919,5042.80999999999,4,12.5136017410228,2
16623,commentaire,13.94,(commenter)>aire>,"(0, 1, 1)",3,16.15,9,0,179,853.76,4,6.14525139664804,2
16627,commentateurs,0.32,(commenter)>eur>,"(0, 1, 1)",3,16.15,9,66.6666666666666,501,2127.06,3,66.6666666666666,2
16631,commérages,1.36,(commère)>age>,"(0, 1, 1)",2,3.71,7,50,201,707.48,3,37.3134328358209,2
16632,commerçait,0.01,(commerce)>[VB]>,"(0, 1, 1)",4,38.17,8,75,1600,25208.9699999999,2,86.3125,2
16633,commerçant,5.58,(commerce)>ant/ent>,"(0, 1, 1)",4,38.17,8,50,522,3302.43999999999,7,16.6666666666666,2
16637,commercial,13.7599999999999,(commerce)>al>,"(0, 1, 1)",4,38.17,8,25,200,1125.04,2,9,2
16646,commissariat,15.0499999999999,(commissaire)>at>,"(0, 1, 1)",2,58.44,11,50,36,166.91,2,2.77777777777777,2
16651,commodité,0.26,(commode)>ité>,"(0, 1, 1)",7,11,7,42.8571428571428,334,1491.88,3,76.0479041916167,2
16652,commodités,0.14,(commode)>ités>,"(0, 1, 1)",7,11,7,71.4285714285714,60,83.33,4,65,2
16653,communal,1.38,(commun)>al>,"(0, 1, 1)",8,97.82,6,50,200,1125.04,2,43.5,2
16656,communauté,23.35,(commun)>ité>,"(0, 1, 1)",8,97.82,6,25,334,1491.88,3,3.29341317365269,2
16658,communément,0.54,(commun)>ément>,"(0, 1, 1)",8,97.82,6,87.5,28,105.3,5,57.1428571428571,2
16660,communiante,0.14,(communier)>ant/ent>,"(0, 1, 1)",3,6.29999999999999,9,66.6666666666666,522,3302.43999999999,7,76.4367816091954,2
16661,communicateur,0.52,(communiquer)>eur>,"(0, 1, 1)",5,39.94,11,40,501,2127.06,3,62.4750499001996,2
16662,communicatif,0.16,(communiquer)>if>,"(0, 1, 1)",5,39.94,11,60,168,409.409999999999,2,70.8333333333333,2
16663,communication,18.17,(communiquer)>ion>,"(0, 1, 1)",5,39.94,11,20,766,3498.54,3,5.2219321148825,2
16668,communion,5.02999999999999,(communier)>on>,"(0, 1, 1)",3,6.29999999999999,9,0,109,331.19,2,15.5963302752293,2
16680,communisme,4.29,(commun)>isme>,"(0, 1, 1)",8,97.82,6,37.5,91,100.85,4,6.59340659340659,2
16681,communiste,24.4,(commun)>iste>,"(0, 1, 1)",8,97.82,6,12.5,119,322.749999999999,4,1.68067226890756,2
16687,compagnon,16.19,(compagne)>on>,"(0, 1, 1)",7,208.42,8,42.8571428571428,109,331.19,2,4.58715596330275,2
16690,comparable,2.04,(comparer)>able>,"(0, 1, 1)",5,33.51,8,40,313,1042.69,4,28.7539936102236,2
16692,comparaison,5.25,(comparer)>on>,"(0, 1, 1)",5,33.51,8,20,109,331.19,2,13.7614678899082,2
16712,compensation,3.32,(compenser)>ion>,"(0, 1, 1)",4,32.3,9,25,766,3498.54,3,29.8955613577023,2
16729,compléta,2.69,(complet)>[VB]>,"(0, 1, 1)",5,144.94,7,40,1600,25208.9699999999,2,35.6875,2
16734,complètement,105.49,(complet)>ment>,"(0, 1, 1)",5,144.94,7,0,919,5042.80999999999,4,0.544069640914037,2
16739,complexée,0.06,(complexe)>[VB]>,"(0, 1, 1)",3,15.65,8,66.6666666666666,1600,25208.9699999999,2,77.3125,2
16741,complexité,0.92,(complexe)>ité>,"(0, 1, 1)",3,15.65,8,33.3333333333333,334,1491.88,3,49.7005988023952,2
16742,complication,4.59,(compliquer)>ion>,"(0, 1, 1)",4,53.52,10,50,766,3498.54,3,22.8459530026109,2
16744,complicité,5.2,(compliquer)>ité>,"(0, 1, 1)",4,53.52,10,25,334,1491.88,3,13.1736526946107,2
16745,complicités,0.42,(compliquer)>ités>,"(0, 1, 1)",4,53.52,10,75,60,83.33,4,45,2
16746,complimenta,0.05,(compliment)>[VB]>,"(0, 1, 1)",2,17.23,10,50,1600,25208.9699999999,2,78.25,2
16765,comportement,20.93,(comporter)>ment>,"(0, 1, 1)",2,43.2699999999999,9,50,919,5042.80999999999,4,4.67899891186071,2
16777,composant,2.86,(composer)>ant/ent>,"(0, 1, 1)",7,31.83,8,42.8571428571428,522,3302.43999999999,7,27.7777777777777,2
16788,composeur,4.31,(composer)>eur>,"(0, 1, 1)",7,31.83,8,14.2857142857142,501,2127.06,3,17.9640718562874,2
16791,composition,3.99,(composer)>ion>,"(0, 1, 1)",7,31.83,8,28.5714285714285,766,3498.54,3,26.2402088772845,2
16793,compréhensible,4.25,(comprendre)>able>,"(0, 1, 1)",6,996.23,10,66.6666666666666,313,1042.69,4,15.6549520766773,2
16794,compréhensif,4.4,(comprendre)>if>,"(0, 1, 1)",6,996.23,10,50,168,409.409999999999,2,16.6666666666666,2
16795,compréhension,5.85,(comprendre)>ion>,"(0, 1, 1)",6,996.23,10,16.6666666666666,766,3498.54,3,18.798955613577,2
16821,compressée,0.35,(comprimer)>[VB]>,"(0, 1, 1)",3,6.22,9,66.6666666666666,1600,25208.9699999999,2,64.875,2
16823,compresseur,0.55,(comprimer)>eur>,"(0, 1, 1)",3,6.22,9,33.3333333333333,501,2127.06,3,61.2774451097804,2
16835,compromettant,1,(compromettre)>ant/ent>,"(0, 1, 1)",3,16.54,12,33.3333333333333,522,3302.43999999999,7,46.551724137931,2
16843,compromission,0.3,(compromettre)>ion>,"(0, 1, 1)",3,16.54,12,66.6666666666666,766,3498.54,3,80.9399477806788,2
16848,comptable,11.17,(compter)>able>,"(0, 1, 1)",6,145.92,7,16.6666666666666,313,1042.69,4,5.75079872204472,2
16865,compteur,4.81999999999999,(compter)>eur>,"(0, 1, 1)",6,145.92,7,50,501,2127.06,3,16.1676646706586,2
16869,comptoir,8.66,(compter)>oir>,"(0, 1, 1)",6,145.92,7,33.3333333333333,28,113.06,3,17.8571428571428,2
16873,comtesse,13.74,(comte)>esse>,"(0, 1, 1)",4,38.74,5,0,39,279.86,4,12.8205128205128,2
16883,concentra,8.5,(concentrer)>ion>,"(0, 1, 1)",3,49.5999999999999,10,33.3333333333333,766,3498.54,3,13.0548302872062,2
16897,concepteur,1.22,(concept)>eur>,"(0, 1, 1)",3,14.24,7,66.6666666666666,501,2127.06,3,44.3113772455089,2
16899,conception,4.37,(concept)>ion>,"(0, 1, 1)",3,14.24,7,33.3333333333333,766,3498.54,3,24.2819843342036,2
16910,concertée,0.35,(concert)>[VB]>,"(0, 1, 1)",5,35.0199999999999,7,80,1600,25208.9699999999,2,64.875,2
16914,concevable,0.27,(concevoir)>able>,"(0, 1, 1)",3,20.58,9,66.6666666666666,313,1042.69,4,73.4824281150159,2
16919,conciliant,0.45,(concile)>ant/ent>,"(0, 1, 1)",10,10.93,7,30,522,3302.43999999999,7,61.8773946360153,2
16921,conciliateur,0.08,(concile)>eur>,"(0, 1, 1)",10,10.93,7,90,501,2127.06,3,82.2355289421157,2
16922,conciliation,0.37,(concile)>ion>,"(0, 1, 1)",10,10.93,7,40,766,3498.54,3,77.5456919060052,2
16923,concilier,0.6,(concile)>[VB]>,"(0, 1, 1)",10,10.93,7,20,1600,25208.9699999999,2,58.75,2
16932,conclusion,13.8999999999999,(conclure)>ion>,"(0, 1, 1)",2,39.5199999999999,8,50,766,3498.54,3,7.96344647519582,2
16941,concourir,0.55,(concours)>[VB]>,"(0, 1, 1)",5,37.62,8,60,1600,25208.9699999999,2,59.875,2
16942,concrètement,2.04,(concret)>ment>,"(0, 1, 1)",2,6.35,7,50,919,5042.80999999999,4,25.6800870511425,2
16969,conditionné,2.53999999999999,(condition)>[VB]>,"(0, 1, 1)",6,54.41,9,33.3333333333333,1600,25208.9699999999,2,36.6875,2
16970,conditionnelle,4.59,(condition)>el>,"(0, 1, 1)",6,54.41,9,16.6666666666666,153,1103.39999999999,2,26.1437908496732,2
16971,conditionnement,0.52,(condition)>ment>,"(0, 1, 1)",6,54.41,9,50,919,5042.80999999999,4,54.6245919477693,2
16973,conditionneurs,0.02,(condition)>eur>,"(0, 1, 1)",6,54.41,9,66.6666666666666,501,2127.06,3,88.0239520958083,2
16974,conducteur,13.26,(conduire)>eur>,"(0, 1, 1)",4,207.609999999999,8,25,501,2127.06,3,6.98602794411177,2
16991,confectionnait,0.54,(confection)>[VB]>,"(0, 1, 1)",2,1.15,10,50,1600,25208.9699999999,2,60.0625,2
17005,confesseur,1.63,(confesser)>eur>,"(0, 1, 1)",4,29.65,9,50,501,2127.06,3,39.1217564870259,2
17006,confession,12.8299999999999,(confesser)>ion>,"(0, 1, 1)",4,29.65,9,25,766,3498.54,3,8.87728459530026,2
17024,configuration,1,(configurer)>ion>,"(0, 1, 1)",3,1.1,10,0,766,3498.54,3,59.3994778067885,2
17025,confinaient,1.15,(confins)>[VB]>,"(0, 1, 1)",3,3.82,7,33.3333333333333,1600,25208.9699999999,2,49,2
17028,confinement,1.01,(confins)>ment>,"(0, 1, 1)",3,3.82,7,66.6666666666666,919,5042.80999999999,4,41.5669205658324,2
17034,confirmation,5.55,(confirmer)>ion>,"(0, 1, 1)",2,40.25,9,50,766,3498.54,3,19.3211488250652,2
17043,confiseur,0.22,(confit)>eur>,"(0, 1, 1)",4,8.41,6,50,501,2127.06,3,71.4570858283433,2
17047,confiture,7.41,(confit)>ure>,"(0, 1, 1)",4,8.41,6,0,122,595.65,3,16.3934426229508,2
17071,conforta,0,(confort)>[VB]>,"(0, 1, 1)",9,35.51,7,88.8888888888888,1600,25208.9699999999,2,91.125,2
17072,confortable,13.78,(confort)>able>,"(0, 1, 1)",9,35.51,7,0,313,1042.69,4,4.15335463258786,2
17080,confrontation,2.44,(confronter)>ion>,"(0, 1, 1)",2,8.78,10,50,766,3498.54,3,36.9451697127937,2
17085,confusément,0.03,(confus)>ément>,"(0, 1, 1)",3,19.1599999999999,6,66.6666666666666,28,105.3,5,92.8571428571428,2
17086,confusion,8.12,(confus)>ion>,"(0, 1, 1)",3,19.1599999999999,6,33.3333333333333,766,3498.54,3,13.7075718015665,2
17091,congestionné,0.04,(congestion)>[VB]>,"(0, 1, 1)",2,1.12,10,50,1600,25208.9699999999,2,79.8125,2
17092,conglomérat,0.38,(conglomérer)>at>,"(0, 1, 1)",1,0.38,11,0,36,166.91,2,69.4444444444444,2
17096,conifères,0.13,(cône)>ifère>,"(0, 1, 1)",3,148.24,4,33.3333333333333,4,6.34,5,25,2
17097,conique,0.06,(cône)>ique>,"(0, 1, 1)",3,148.24,4,66.6666666666666,281,852.449999999999,4,85.0533807829181,2
17103,conjugal,4.17,(conjuguer)>al>,"(0, 1, 1)",2,4.5,9,0,200,1125.04,2,23,2
17109,conjuration,0.32,(conjurer)>ion>,"(0, 1, 1)",2,5.82,8,50,766,3498.54,3,79.7650130548302,2
17113,connaissable,0.01,(connaître)>able>,"(0, 1, 1)",11,1244.33,9,90.9090909090909,313,1042.69,4,91.3738019169329,2
17117,connaissance,43.07,(connaître)>nce>,"(0, 1, 1)",11,1244.33,9,27.2727272727272,213,1491.29,3,3.28638497652582,2
17123,connaisseur,1.97,(connaître)>eur>,"(0, 1, 1)",11,1244.33,9,54.5454545454545,501,2127.06,3,34.1317365269461,2
17141,connerie,95.43,(con)>erie>,"(0, 1, 1)",2,120.03,3,0,109,267.479999999999,4,0,2
17143,connexion,3.71,(connecter)>ion>,"(0, 1, 1)",4,12.7,9,25,766,3498.54,3,27.6762402088772,2
17152,conquérant,2.24,(conquérir/te)>ant/ent>,"(0, 1, 1)",3,23.72,12,33.3333333333333,522,3302.43999999999,7,30.4597701149425,2
17172,conseilla,44.02,(conseil)>[VB]>,"(0, 1, 1)",4,140.17,7,25,1600,25208.9699999999,2,6.125,2
17177,conseillère,6.56,(conseil)>er>,"(0, 1, 1)",4,140.17,7,50,37,316.04,2,27.027027027027,2
17180,consensuelle,0.11,(consensus)>el>,"(0, 1, 1)",5,7.73,9,80,153,1103.39999999999,2,77.7777777777777,2
17181,consentait,1.97,(consensus)>[VB]>,"(0, 1, 1)",5,7.73,9,20,1600,25208.9699999999,2,40.3125,2
17182,consentante,0.55,(consensus)>ant/ent>,"(0, 1, 1)",5,7.73,9,60,522,3302.43999999999,7,58.0459770114942,2
17183,consentement,3.55,(consensus)>ment>,"(0, 1, 1)",5,7.73,9,0,919,5042.80999999999,4,18.60718171926,2
17195,conservateur,3.72,(conserver)>eur>,"(0, 1, 1)",5,20.51,9,40,501,2127.06,3,21.3572854291417,2
17197,conservation,0.85,(conserver)>ion>,"(0, 1, 1)",5,20.51,9,60,766,3498.54,3,62.7937336814621,2
17198,conservatoire,4.67,(conserver)>oire>,"(0, 1, 1)",5,20.51,9,20,47,114.259999999999,4,14.8936170212765,2
17205,conserveries,0.02,(conserver)>erie>,"(0, 1, 1)",5,20.51,9,80,109,267.479999999999,4,88.9908256880734,2
17210,considérable,2.99,(considérer)>able>,"(0, 1, 1)",6,53.11,10,33.3333333333333,313,1042.69,4,21.405750798722,2
17217,considération,5.61,(considérer)>ion>,"(0, 1, 1)",6,53.11,10,16.6666666666666,766,3498.54,3,19.0600522193211,2
17235,consistance,1.31,(consister)>nce>,"(0, 1, 1)",3,9.01,9,33.3333333333333,213,1491.29,3,50.7042253521126,2
17241,consolants,0,(consoler)>ant/ent>,"(0, 1, 1)",6,14.3299999999999,8,66.6666666666666,522,3302.43999999999,7,93.2950191570881,2
17242,consolateur,0.15,(consoler)>eur>,"(0, 1, 1)",6,14.3299999999999,8,50,501,2127.06,3,76.8463073852295,2
17243,consolation,4.84,(consoler)>ion>,"(0, 1, 1)",6,14.3299999999999,8,16.6666666666666,766,3498.54,3,21.6710182767624,2
17255,consommateur,1.83,(consommer)>eur>,"(0, 1, 1)",3,10.11,9,66.6666666666666,501,2127.06,3,36.5269461077844,2
17257,consommation,3.69999999999999,(consommer)>ion>,"(0, 1, 1)",3,10.11,9,33.3333333333333,766,3498.54,3,27.8067885117493,2
17262,conspirant,0.09,(conspirer)>[VB]>,"(0, 1, 1)",3,6.14,9,66.6666666666666,1600,25208.9699999999,2,75.6875,2
17263,conspirateur,1.11999999999999,(conspirer)>eur>,"(0, 1, 1)",3,6.14,9,33.3333333333333,501,2127.06,3,46.9061876247505,2
17265,conspiration,4.93,(conspirer)>ion>,"(0, 1, 1)",3,6.14,9,0,766,3498.54,3,21.4099216710182,2
17266,constamment,8.18,(constant)>ment>,"(0, 1, 1)",4,17.07,8,0,919,5042.80999999999,4,10.0108813928182,2
17271,constatation,0.54,(constater)>ion>,"(0, 1, 1)",2,10.18,9,50,766,3498.54,3,71.5404699738903,2
17280,consternation,0.69,(consterner)>ion>,"(0, 1, 1)",2,1.5,10,50,766,3498.54,3,66.840731070496,2
17283,constipation,0.38,(constiper)>ion>,"(0, 1, 1)",1,0.38,9,0,766,3498.54,3,77.284595300261,2
17287,constituant,0.459999999999999,(constituer)>ant/ent>,"(0, 1, 1)",6,21.63,10,66.6666666666666,522,3302.43999999999,7,61.6858237547892,2
17297,constitution,6.72,(constituer)>ion>,"(0, 1, 1)",6,21.63,10,16.6666666666666,766,3498.54,3,17.3629242819843,2
17299,constructeurs,0.98,(construire)>eur>,"(0, 1, 1)",6,83.26,10,66.6666666666666,501,2127.06,3,49.7005988023952,2
17300,construction,13.13,(construire)>ion>,"(0, 1, 1)",6,83.26,10,16.6666666666666,766,3498.54,3,8.48563968668407,2
17312,consulat,3.77,(consul)>at>,"(0, 1, 1)",2,7.72,6,50,36,166.91,2,22.2222222222222,2
17316,consultant,2.87,(consulter)>ant/ent>,"(0, 1, 1)",4,23.39,9,50,522,3302.43999999999,7,27.5862068965517,2
17318,consultation,4.59,(consulter)>ion>,"(0, 1, 1)",4,23.39,9,25,766,3498.54,3,22.8459530026109,2
17320,consultative,0,(consulter)>if>,"(0, 1, 1)",4,23.39,9,75,168,409.409999999999,2,92.2619047619047,2
17334,contacte,37.02,(contact)>[VB]>,"(0, 1, 1)",2,106.87,7,50,1600,25208.9699999999,2,7.625,2
17342,contagieuse,5.56,(contagier)>eux>,"(0, 1, 1)",2,6.77,9,0,271,1027.7,3,10.3321033210332,2
17344,contagion,1.21,(contagier)>ion>,"(0, 1, 1)",2,6.77,9,50,766,3498.54,3,54.6997389033942,2
17346,contamination,2.26,(contaminer)>ion>,"(0, 1, 1)",2,11.2599999999999,10,50,766,3498.54,3,38.6422976501305,2
17353,conté,1.79,(conte)>[VB]>,"(0, 1, 1)",5,268.43,5,40,1600,25208.9699999999,2,41.75,2
17360,contemplateur,0,(contempler)>eur>,"(0, 1, 1)",3,7.86,10,66.6666666666666,501,2127.06,3,93.4131736526946,2
17361,contemplation,0.44,(contempler)>ion>,"(0, 1, 1)",3,7.86,10,33.3333333333333,766,3498.54,3,75.4569190600522,2
17380,contenta,13.12,(content)>[VB]>,"(0, 1, 1)",6,217.28,7,16.6666666666666,1600,25208.9699999999,2,16,2
17389,contentement,0.15,(content)>ment>,"(0, 1, 1)",6,217.28,7,66.6666666666666,919,5042.80999999999,4,73.993471164309,2
17401,contestable,0.26,(contester)>able>,"(0, 1, 1)",6,6.06,9,83.3333333333333,313,1042.69,4,74.1214057507987,2
17402,contestation,0.69,(contester)>ion>,"(0, 1, 1)",6,6.06,9,33.3333333333333,766,3498.54,3,66.840731070496,2
17405,conteur,1.14,(conte)>eur>,"(0, 1, 1)",5,268.43,5,60,501,2127.06,3,46.3073852295409,2
17408,continentale,0.45,(continent)>al>,"(0, 1, 1)",5,7.96,9,20,200,1125.04,2,62.5,2
17417,continuation,1.09,(continuer)>ion>,"(0, 1, 1)",6,311.589999999999,9,50,766,3498.54,3,56.9190600522193,2
17422,continuel,1.10999999999999,(continuer)>el>,"(0, 1, 1)",6,311.589999999999,9,33.3333333333333,153,1103.39999999999,2,50.9803921568627,2
17441,continuité,0.45,(continuer)>ité>,"(0, 1, 1)",6,311.589999999999,9,66.6666666666666,334,1491.88,3,67.3652694610778,2
17459,contraction,3.06,(contrat)>ion>,"(0, 1, 1)",4,56.65,7,25,766,3498.54,3,32.2454308093994,2
17461,contractuelles,0.21,(contrat)>el>,"(0, 1, 1)",4,56.65,7,50,153,1103.39999999999,2,73.8562091503268,2
17482,contrastaient,0.02,(contraste)>[VB]>,"(0, 1, 1)",2,1.29,9,50,1600,25208.9699999999,2,83.4375,2
17505,contrer,1.73,(contre)>[VB]>,"(0, 1, 1)",6,428.63,6,66.6666666666666,1600,25208.9699999999,2,42.8125,2
17513,contribuable,2.55,(contribuer)>able>,"(0, 1, 1)",3,10.7199999999999,10,66.6666666666666,313,1042.69,4,24.6006389776357,2
17521,contribution,3.3,(contribuer)>ion>,"(0, 1, 1)",3,10.7199999999999,10,33.3333333333333,766,3498.54,3,30.1566579634464,2
17522,contrôlait,123.31,(contrôl)>[VB]>,"(0, 1, 1)",3,134.39,7,0,1600,25208.9699999999,2,2.5,2
17530,contrôleur,8.43,(contrôl)>eur>,"(0, 1, 1)",3,134.39,7,33.3333333333333,501,2127.06,3,9.98003992015968,2
17534,contusionnée,0.23,(contusion)>[VB]>,"(0, 1, 1)",2,2.42,9,50,1600,25208.9699999999,2,68.25,2
17535,convaincant,3.82,(convaincre)>ant/ent>,"(0, 1, 1)",2,61.87,10,50,522,3302.43999999999,7,22.4137931034482,2
17541,convenable,5.96,(convenir)>able>,"(0, 1, 1)",8,57.72,8,12.5,313,1042.69,4,10.2236421725239,2
17546,convenance,1.81999999999999,(convenir)>nce>,"(0, 1, 1)",8,57.72,8,62.5,213,1491.29,3,43.1924882629108,2
17556,convergente,0.01,(converger)>ant/ent>,"(0, 1, 1)",2,0.02,9,0,522,3302.43999999999,7,90.9961685823754,2
17558,conversation,43.88,(convertir)>ion>,"(0, 1, 1)",2,52.9,9,0,766,3498.54,3,1.30548302872062,2
17581,convocation,1.56,(convoquer)>ion>,"(0, 1, 1)",2,10.67,9,50,766,3498.54,3,47.7806788511749,2
17582,convoitise,1.05,(convoiter)>ise>,"(0, 1, 1)",1,1.05,9,0,13,75.3999999999999,3,53.8461538461538,2
17595,convulsif,0.4,(convulser)>if>,"(0, 1, 1)",4,2.09999999999999,9,25,168,409.409999999999,2,60.7142857142857,2
17597,convulsion,1.61999999999999,(convulser)>ion>,"(0, 1, 1)",4,2.09999999999999,9,0,766,3498.54,3,46.8668407310704,2
17612,copié,5.13,(copie)>[VB]>,"(0, 1, 1)",5,39.47,5,20,1600,25208.9699999999,2,26.875,2
17615,copieusement,0.13,(copieux)>ment>,"(0, 1, 1)",2,0.61,7,50,919,5042.80999999999,4,76.6050054406964,2
17617,coquelet,0.1,(coque)>et>,"(0, 1, 1)",4,10.91,5,75,75,229.51,2,85.3333333333333,2
17620,coquetterie,0.61,(coquet)>erie>,"(0, 1, 1)",2,2.87,6,50,109,267.479999999999,4,56.8807339449541,2
17622,coquillage,2.66,(coquille)>age>,"(0, 1, 1)",1,2.66,8,0,201,707.48,3,22.8855721393034,2
17624,cordages,0.11,(corde)>age>,"(0, 1, 1)",13,100.49,5,61.5384615384615,201,707.48,3,74.6268656716418,2
17626,cordelette,0.11,(corde)>ette>,"(0, 1, 1)",13,100.49,5,61.5384615384615,110,295.429999999999,4,77.2727272727272,2
17631,cordialement,0.72,(cordial)>ment>,"(0, 1, 1)",3,1.6,7,33.3333333333333,919,5042.80999999999,4,47.7693144722524,2
17632,cordialité,0.08,(cordial)>ité>,"(0, 1, 1)",3,1.6,7,66.6666666666666,334,1491.88,3,85.0299401197604,2
17633,cordon,5.22,(corde)>on>,"(0, 1, 1)",13,100.49,5,15.3846153846153,109,331.19,2,14.6788990825688,2
17637,coréen,4.64,(corée)>en>,"(0, 1, 1)",1,4.64,5,0,7,22.18,2,14.2857142857142,2
17641,corné,1.18,(corne)>[VB]>,"(0, 1, 1)",7,11.2199999999999,5,28.5714285714285,1600,25208.9699999999,2,48.5625,2
17647,cornet,1.85,(corne)>et>,"(0, 1, 1)",7,11.2199999999999,5,14.2857142857142,75,229.51,2,25.3333333333333,2
17649,cornette,0.03,(corne)>ette>,"(0, 1, 1)",7,11.2199999999999,5,71.4285714285714,110,295.429999999999,4,86.3636363636363,2
17650,corporation,0.53,(corps)>ion>,"(0, 1, 1)",11,256.47,5,54.5454545454545,766,3498.54,3,72.0626631853786,2
17651,corporatisme,0.02,(corps)>isme>,"(0, 1, 1)",11,256.47,5,90.9090909090909,91,100.85,4,83.5164835164835,2
17652,corporatiste,0.04,(corps)>iste>,"(0, 1, 1)",11,256.47,5,81.8181818181818,119,322.749999999999,4,78.9915966386554,2
17653,corporelle,1.47,(corps)>el>,"(0, 1, 1)",11,256.47,5,9.09090909090909,153,1103.39999999999,2,47.0588235294117,2
17654,corpulence,0.54,(corps)>nce>,"(0, 1, 1)",11,256.47,5,45.4545454545454,213,1491.29,3,66.6666666666666,2
17655,corpulent,0.66,(corps)>ant/ent>,"(0, 1, 1)",11,256.47,5,36.3636363636363,522,3302.43999999999,7,54.5977011494252,2
17656,correctement,11.08,(correct)>ment>,"(0, 1, 1)",7,53.05,7,14.2857142857142,919,5042.80999999999,4,7.83460282916213,2
17657,correction,8.89,(correct)>ion>,"(0, 1, 1)",7,53.05,7,42.8571428571428,766,3498.54,3,12.532637075718,2
17663,correspondance,5.71,(correspondre)>nce>,"(0, 1, 1)",3,30.72,12,33.3333333333333,213,1491.29,3,23.9436619718309,2
17665,correspondant,4.17,(correspondre)>ant/ent>,"(0, 1, 1)",3,30.72,12,66.6666666666666,522,3302.43999999999,7,21.0727969348659,2
17668,corrige,10.5099999999999,(correct)>[VB]>,"(0, 1, 1)",7,53.05,7,28.5714285714285,1600,25208.9699999999,2,17.8125,2
17679,corruption,6.54,(corrompre)>ion>,"(0, 1, 1)",2,11.76,9,0,766,3498.54,3,18.2767624020887,2
17686,cosmique,2.18,(cosm)>ique>,"(0, 1, 1)",1,2.18,4,0,281,852.449999999999,4,28.1138790035587,2
17689,costumé,0.85,(costume)>[VB]>,"(0, 1, 1)",2,52.86,7,50,1600,25208.9699999999,2,54,2
17692,coté,15.71,(cote)>[VB]>,"(0, 1, 1)",2,23.69,4,0,1600,25208.9699999999,2,14.75,2
17694,côtelé,0.16,(côte)>elé>,"(0, 1, 1)",3,38.6999999999999,4,66.6666666666666,4,1.14,3,50,2
17695,côtelette,3.37,(côte)>ette>,"(0, 1, 1)",3,38.6999999999999,4,33.3333333333333,110,295.429999999999,4,18.1818181818181,2
17698,côtoie,0.83,(côté)>oy[VB]>,"(0, 1, 1)",3,286.83,4,33.3333333333333,10,56.23,5,40,2
17699,cotonnade,0,(coton)>ade>,"(0, 1, 1)",4,10.15,5,50,43,65.47,3,90.6976744186046,2
17700,cotonneux,0.06,(coton)>eux>,"(0, 1, 1)",4,10.15,5,25,271,1027.7,3,78.5977859778597,2
17701,cotonnier,0,(coton)>ier>,"(0, 1, 1)",4,10.15,5,50,181,847.1,3,95.0276243093922,2
17706,couchage,1.86,(coucher)>age>,"(0, 1, 1)",8,244.93,7,75,201,707.48,3,27.3631840796019,2
17724,couchette,2,(coucher)>ette>,"(0, 1, 1)",8,244.93,7,62.5,110,295.429999999999,4,27.2727272727272,2
17727,coudé,0.04,(coude)>[VB]>,"(0, 1, 1)",5,11.1399999999999,5,80,1600,25208.9699999999,2,79.8125,2
17728,couinement,0.08,(couiner)>ment>,"(0, 1, 1)",2,0.53,7,50,919,5042.80999999999,4,81.9368879216539,2
17748,coupant,1.44,(couper)>ant/ent>,"(0, 1, 1)",13,616.769999999999,6,30.7692307692307,522,3302.43999999999,7,39.6551724137931,2
17761,couperet,0.42,(couper)>eret>,"(0, 1, 1)",13,616.769999999999,6,53.8461538461538,1,0.42,4,0,2
17766,couplé,0.14,(couple)>[VB]>,"(0, 1, 1)",3,51.3,6,66.6666666666666,1600,25208.9699999999,2,72.5625,2
17771,couplet,1.31,(couple)>et>,"(0, 1, 1)",3,51.3,6,33.3333333333333,75,229.51,2,29.3333333333333,2
17773,coupole,1.17,(couper)>ole>,"(0, 1, 1)",13,616.769999999999,6,38.4615384615384,7,10.76,3,57.1428571428571,2
17776,coupure,10.48,(couper)>ure>,"(0, 1, 1)",13,616.769999999999,6,15.3846153846153,122,595.65,3,12.2950819672131,2
17778,courageuse,28.09,(courage)>eux>,"(0, 1, 1)",7,119.7,7,14.2857142857142,271,1027.7,3,2.5830258302583,2
17785,courant,131.57,(courir)>ant/ent>,"(0, 1, 1)",11,502.44,6,9.09090909090909,522,3302.43999999999,7,0.957854406130268,2
