,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
14083,aviva,0.01,<a<(vivre)>[VB]>,"(1, 1, 1)",271,2142.22,1,92.9889298892988,20,823.909999999999,5,85,1600,25208.9699999999,2,86.3125,3
14087,avoisinante,0.339999999999999,<a<(voisin)>ant/ent>,"(1, 1, 1)",271,2142.22,1,70.8487084870848,4,75.82,6,50,522,3302.43999999999,7,65.3256704980842,3
14544,bicarbonate,1.2,<bi<(carbone)>ate>,"(1, 1, 1)",9,13.32,2,22.2222222222222,3,4.46,7,33.3333333333333,2,4.15,3,50,3
14553,bicyclette,8.06,<bi<(cycle)>ette>,"(1, 1, 1)",9,13.32,2,0,11,20.04,5,9.09090909090909,110,295.429999999999,4,9.09090909090909,3
14588,binoclard,2.22,<bi<(ocul)>ard>,"(1, 1, 1)",9,13.32,2,11.1111111111111,3,4.77,4,0,52,113.07,3,23.076923076923,3
14602,biscornue,0.03,<bis<(corne)>u>,"(1, 1, 1)",1,0.03,3,0,7,11.2199999999999,5,71.4285714285714,14,21.57,1,92.8571428571428,3
14604,bisexué,0,<bi<(sexe)>é>,"(1, 1, 1)",9,13.32,2,88.8888888888888,13,124.35,4,84.6153846153846,57,846.24,1,96.4912280701754,3
14605,bisexuelle,0.21,<bi<(sexe)>el>,"(1, 1, 1)",9,13.32,2,55.5555555555555,13,124.35,4,69.2307692307692,153,1103.39999999999,2,73.8562091503268,3
16406,coaxiales,0.01,<co<(axe)>al>,"(1, 1, 1)",24,73.72,2,87.5,3,7.23,3,66.6666666666666,200,1125.04,2,93,3
16407,conformité,0.52,<con<(forme)>ité>,"(1, 1, 1)",56,190.18,3,55.3571428571428,29,262.78,5,75.8620689655172,334,1491.88,3,64.3712574850299,3
16419,coéquipier,3.44,<co<(équipe)>ier>,"(1, 1, 1)",24,73.72,2,33.3333333333333,6,177.299999999999,6,66.6666666666666,181,847.1,3,20.4419889502762,3
16438,cohabitation,0.19,<co<(habiter)>ion>,"(1, 1, 1)",24,73.72,2,70.8333333333333,7,146,7,85.7142857142857,766,3498.54,3,85.2480417754569,3
16464,coïncidences,18.04,<co<(ïncider)>nce>,"(1, 1, 1)",24,73.72,2,0,2,19.21,7,0,213,1491.29,3,12.206572769953,3
16470,collaboration,5.11,<co<(labor)>ion>,"(1, 1, 1)",24,73.72,2,20.8333333333333,7,33.83,5,28.5714285714285,766,3498.54,3,21.018276762402,3
16471,collabore,5.34,<co<(labor)>[VB]>,"(1, 1, 1)",24,73.72,2,12.5,7,33.83,5,14.2857142857142,1600,25208.9699999999,2,26.5625,3
16509,colocataire,4.88,<co<(louer)>aire>,"(1, 1, 1)",24,73.72,2,25,8,67.42,5,37.5,179,853.76,4,18.9944134078212,3
16683,commutateur,0.48,<co<(muter)>eur>,"(1, 1, 1)",24,73.72,2,62.5,9,20.2,5,44.4444444444444,501,2127.06,3,63.8722554890219,3
16685,commutation,0.11,<co<(muter)>ion>,"(1, 1, 1)",24,73.72,2,79.1666666666666,9,20.2,5,77.7777777777777,766,3498.54,3,88.7728459530026,3
16707,compatriote,4.77,<com<(patrie)>ote>,"(1, 1, 1)",14,28.22,3,14.2857142857142,7,38.8899999999999,6,14.2857142857142,8,15.2499999999999,3,0,3
16721,complaisance,0.94,<com<(plaire)>nce>,"(1, 1, 1)",14,28.22,3,35.7142857142857,8,513.47,6,50,213,1491.29,3,56.338028169014,3
16723,complaisant,0.62,<com<(plaire)>ant/ent>,"(1, 1, 1)",14,28.22,3,42.8571428571428,8,513.47,6,62.5,522,3302.43999999999,7,55.9386973180076,3
16872,compulsifs,0.11,<com<(puls)>if>,"(1, 1, 1)",14,28.22,3,71.4285714285714,10,39.43,4,90,168,409.409999999999,2,76.7857142857142,3
16875,concassage,0,<con<(casser)>age>,"(1, 1, 1)",56,190.18,3,92.8571428571428,9,197.47,6,77.7777777777777,201,707.48,3,91.5422885572139,3
16894,concentrique,0.16,<con<(centre)>ique>,"(1, 1, 1)",56,190.18,3,82.1428571428571,9,96.55,6,77.7777777777777,281,852.449999999999,4,77.9359430604982,3
16912,concession,5.31,<con<(céder)>ion>,"(1, 1, 1)",56,190.18,3,12.5,12,66.31,5,33.3333333333333,766,3498.54,3,19.8433420365535,3
16951,condamnation,6.8,<con<(damner)>ion>,"(1, 1, 1)",56,190.18,3,8.92857142857142,4,70.2799999999999,6,50,766,3498.54,3,17.1018276762402,3
16963,condensation,0.28,<con<(dense)>ion>,"(1, 1, 1)",56,190.18,3,73.2142857142857,4,2.33,5,50,766,3498.54,3,81.8537859007833,3
16964,condensé,0.23,<con<(dense)>[VB]>,"(1, 1, 1)",56,190.18,3,76.7857142857142,4,2.33,5,75,1600,25208.9699999999,2,68.25,3
16966,condescendance,0.7,<con<(descendre/te)>nce>,"(1, 1, 1)",56,190.18,3,48.2142857142857,7,259.95,12,71.4285714285714,213,1491.29,3,63.3802816901408,3
16967,condescendant,1.09,<con<(descendre/te)>ant/ent>,"(1, 1, 1)",56,190.18,3,41.0714285714285,7,259.95,12,57.1428571428571,522,3302.43999999999,7,44.6360153256705,3
16994,confédération,0.56,<con<(fédérer)>ion>,"(1, 1, 1)",56,190.18,3,53.5714285714285,6,22.99,7,66.6666666666666,766,3498.54,3,70.1044386422976,3
17049,confluait,0,<con<(flux)>[VB]>,"(1, 1, 1)",56,190.18,3,92.8571428571428,12,12.32,4,91.6666666666666,1600,25208.9699999999,2,91.125,3
17050,confluence,0.27,<con<(flux)>nce>,"(1, 1, 1)",56,190.18,3,75,12,12.32,4,50,213,1491.29,3,77.9342723004694,3
17063,conformant,3.32,<con<(forme)>[VB]>,"(1, 1, 1)",56,190.18,3,17.8571428571428,29,262.78,5,41.3793103448275,1600,25208.9699999999,2,33.0625,3
17066,conformément,3.09,<con<(forme)>ément>,"(1, 1, 1)",56,190.18,3,21.4285714285714,29,262.78,5,48.2758620689655,28,105.3,5,35.7142857142857,3
17069,conformisme,1.22,<con<(forme)>isme>,"(1, 1, 1)",56,190.18,3,39.2857142857142,29,262.78,5,58.6206896551724,91,100.85,4,27.4725274725274,3
17075,confraternelles,0,<con<(frère)>el>,"(1, 1, 1)",56,190.18,3,92.8571428571428,9,405.449999999999,5,88.8888888888888,153,1103.39999999999,2,90.8496732026143,3
17078,confrérie,2.86,<con<(frère)>ie>,"(1, 1, 1)",56,190.18,3,23.2142857142857,9,405.449999999999,5,33.3333333333333,59,435.78,2,37.2881355932203,3
17087,congélateur,1.96,<con<(gel)>eur>,"(1, 1, 1)",56,190.18,3,32.1428571428571,9,39.39,3,33.3333333333333,501,2127.06,3,34.3313373253493,3
17088,congelé,2.3,<con<(gel)>[VB]>,"(1, 1, 1)",56,190.18,3,28.5714285714285,9,39.39,3,22.2222222222222,1600,25208.9699999999,2,38.25,3
17089,congénères,0.36,<con<(gène)>ère>,"(1, 1, 1)",56,190.18,3,66.0714285714285,19,41.24,4,52.6315789473684,49,86.54,3,61.2244897959183,3
17090,congénitale,0.34,<con<(gène)>al>,"(1, 1, 1)",56,190.18,3,67.8571428571428,19,41.24,4,63.1578947368421,200,1125.04,2,68,3
17095,congrégation,1.33,<con<(grèg)>ion>,"(1, 1, 1)",56,190.18,3,37.5,6,3.19,4,0,766,3498.54,3,51.9582245430809,3
17099,conjointement,0.23,<con<(joindre)>ment>,"(1, 1, 1)",56,190.18,3,76.7857142857142,17,174.299999999999,7,76.4705882352941,919,5042.80999999999,4,68.879216539717,3
17100,conjonction,0.41,<con<(joindre)>ion>,"(1, 1, 1)",56,190.18,3,58.9285714285714,17,174.299999999999,7,64.7058823529411,766,3498.54,3,76.2402088772846,3
17102,conjoncture,0.79,<con<(joindre)>ure>,"(1, 1, 1)",56,190.18,3,46.4285714285714,17,174.299999999999,7,35.2941176470588,122,595.65,3,55.7377049180327,3
17144,connotations,0.04,<con<(note)>ion>,"(1, 1, 1)",56,190.18,3,89.2857142857142,13,85.98,4,69.2307692307692,766,3498.54,3,92.6892950391644,3
17156,consacra,17.0399999999999,<con<(sacre)>[VB]>,"(1, 1, 1)",56,190.18,3,3.57142857142857,10,158.69,5,30,1600,25208.9699999999,2,13.875,3
17171,consécration,0.37,<con<(sacre)>ion>,"(1, 1, 1)",56,190.18,3,64.2857142857142,10,158.69,5,70,766,3498.54,3,77.5456919060052,3
17252,consolidées,1.05,<con<(solide)>[VB]>,"(1, 1, 1)",56,190.18,3,42.8571428571428,6,32.17,6,50,1600,25208.9699999999,2,50.7499999999999,3
17261,consonance,0.17,<con<(son)>nce>,"(1, 1, 1)",56,190.18,3,80.3571428571428,18,1894.35999999999,3,72.2222222222222,213,1491.29,3,84.9765258215962,3
17276,constellation,1.86,<con<(étoile)>ion>,"(1, 1, 1)",56,190.18,3,33.9285714285714,6,60.0599999999999,6,16.6666666666666,766,3498.54,3,43.7336814621409,3
17278,constellé,0.14,<con<(étoile)>[VB]>,"(1, 1, 1)",56,190.18,3,83.9285714285714,6,60.0599999999999,6,83.3333333333333,1600,25208.9699999999,2,72.5625,3
17369,contemporain,2.47,<con<(temps)>ain>,"(1, 1, 1)",56,190.18,3,25,11,1340.11,5,45.4545454545454,31,805.679999999999,3,58.0645161290322,3
17374,contenance,0.41,<con<(tenir)>nce>,"(1, 1, 1)",56,190.18,3,58.9285714285714,25,976.42,5,76,213,1491.29,3,72.7699530516431,3
17375,contenant,3.25,<con<(tenir)>ant/ent>,"(1, 1, 1)",56,190.18,3,19.6428571428571,25,976.42,5,28,522,3302.43999999999,7,25.095785440613,3
17377,conteneur,2.37,<con<(tenir)>eur>,"(1, 1, 1)",56,190.18,3,26.7857142857142,25,976.42,5,32,501,2127.06,3,29.940119760479,3
17444,contorsions,0.14,<con<(tordre)>ion>,"(1, 1, 1)",56,190.18,3,83.9285714285714,11,25.4,6,72.7272727272727,766,3498.54,3,86.9451697127937,3
17446,contourna,5.72,<con<(tour)>[VB]>,"(1, 1, 1)",56,190.18,3,10.7142857142857,31,1014.31,4,38.7096774193548,1600,25208.9699999999,2,26,3
17462,contradiction,2.09,<contre<(dire)>ion>,"(1, 1, 1)",20,19.71,6,15,10,6053.94999999999,4,50,766,3498.54,3,40.2088772845953,3
17464,contradictoire,2.43,<contre<(dire)>oire>,"(1, 1, 1)",20,19.71,6,10,10,6053.94999999999,4,40,47,114.259999999999,4,17.0212765957446,3
17500,contreplaqué,0.15,<contre<(plaque)>[VB]>,"(1, 1, 1)",20,19.71,6,75,4,2.17999999999999,6,50,1600,25208.9699999999,2,71.9375,3
17601,coopérante,0.03,<co<(opérer)>ant/ent>,"(1, 1, 1)",24,73.72,2,83.3333333333333,11,118.81,6,81.8181818181818,522,3302.43999999999,7,87.7394636015325,3
17602,coopératif,1.53,<co<(opérer)>if>,"(1, 1, 1)",24,73.72,2,37.5,11,118.81,6,54.5454545454545,168,409.409999999999,2,36.3095238095238,3
17603,coopération,5.21,<co<(opérer)>ion>,"(1, 1, 1)",24,73.72,2,16.6666666666666,11,118.81,6,36.3636363636363,766,3498.54,3,20.3655352480417,3
17608,coordination,1.36,<co<(ordonner)>ion>,"(1, 1, 1)",24,73.72,2,45.8333333333333,6,73.78,8,50,766,3498.54,3,51.5665796344647,3
17609,coordonnées,9.21999999999999,<co<(ordonner)>[VB]>,"(1, 1, 1)",24,73.72,2,8.33333333333333,6,73.78,8,33.3333333333333,1600,25208.9699999999,2,19.25,3
18390,déambulatoires,0,<dé<(ambuler)>oire>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,8,35.7,7,87.5,47,114.259999999999,4,91.4893617021276,3
18393,déballage,0.3,<dé<(balle)>age>,"(1, 1, 1)",422,1752.69,2,60.9004739336492,12,185.73,5,75,201,707.48,3,65.1741293532338,3
18394,déballe,2.3,<dé<(balle)>[VB]>,"(1, 1, 1)",422,1752.69,2,25.3554502369668,12,185.73,5,33.3333333333333,1600,25208.9699999999,2,38.25,3
18396,débandade,0.58,<dé<(bande)>ade>,"(1, 1, 1)",422,1752.69,2,51.8957345971564,8,96.2699999999999,5,75,43,65.47,3,46.5116279069767,3
18397,débaptisé,0,<dé<(baptême)>is[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,13.53,7,66.6666666666666,126,424.71,5,87.3015873015873,3
18401,débarcadère,0.43,<dé<(barque)>adère>,"(1, 1, 1)",422,1752.69,2,55.9241706161137,9,67.49,6,77.7777777777777,2,1.53,5,50,3
18402,débarcadères,0,<dé<(barque)>adères>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,9,67.49,6,88.8888888888888,1,0,6,0,3
18403,débarqua,23.9199999999999,<dé<(barque)>[VB]>,"(1, 1, 1)",422,1752.69,2,3.31753554502369,9,67.49,6,11.1111111111111,1600,25208.9699999999,2,11.3125,3
18409,débarquement,2.74,<dé<(barque)>ment>,"(1, 1, 1)",422,1752.69,2,22.5118483412322,9,67.49,6,44.4444444444444,919,5042.80999999999,4,21.1099020674646,3
18441,débectent,0.01,<dé<(bec)>ant/ent>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,4,7.83,3,75,522,3302.43999999999,7,90.9961685823754,3
18454,débloquait,4.36,<dé<(bloc)>[VB]>,"(1, 1, 1)",422,1752.69,2,16.5876777251184,5,60.08,4,40,1600,25208.9699999999,2,29.8124999999999,3
18458,débonnaire,0.06,<dé<(bonn)>aire>,"(1, 1, 1)",422,1752.69,2,75.1184834123222,1,0.06,4,0,179,853.76,4,88.268156424581,3
18459,débordaient,14.5499999999999,<dé<(bord)>[VB]>,"(1, 1, 1)",422,1752.69,2,7.10900473933649,12,121.46,4,8.33333333333333,1600,25208.9699999999,2,15.125,3
18461,débordant,1.48,<dé<(bord)>ant/ent>,"(1, 1, 1)",422,1752.69,2,33.1753554502369,12,121.46,4,58.3333333333333,522,3302.43999999999,7,38.6973180076628,3
18466,débordement,0.94,<dé<(bord)>ment>,"(1, 1, 1)",422,1752.69,2,43.8388625592417,12,121.46,4,83.3333333333333,919,5042.80999999999,4,43.8520130576713,3
18471,déboucha,4.1,<dé<(bouche)>[VB]>,"(1, 1, 1)",422,1752.69,2,17.5355450236966,9,136.07,6,44.4444444444444,1600,25208.9699999999,2,30.875,3
18472,débouchage,0.01,<dé<(bouche)>age>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,9,136.07,6,77.7777777777777,201,707.48,3,85.0746268656716,3
18482,débouclèrent,0,<dé<(boucle)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,5,44.7799999999999,6,60,1600,25208.9699999999,2,91.125,3
18484,déboulai,1.12,<dé<(boule)>[VB]>,"(1, 1, 1)",422,1752.69,2,40.7582938388625,10,45.03,5,40,1600,25208.9699999999,2,49.5,3
18490,déboursera,0.02,<dé<(bourse)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,46.22,6,75,1600,25208.9699999999,2,83.4375,3
18492,déboussolé,0.82,<dé<(boussole)>[VB]>,"(1, 1, 1)",422,1752.69,2,46.2085308056872,2,3.53,8,50,1600,25208.9699999999,2,54.5,3
18494,déboutonna,0.889999999999999,<dé<(bouton)>[VB]>,"(1, 1, 1)",422,1752.69,2,45.4976303317535,6,35.07,6,16.6666666666666,1600,25208.9699999999,2,53.625,3
18498,débranche,5.39,<dé<(branche)>[VB]>,"(1, 1, 1)",422,1752.69,2,13.9810426540284,6,47.88,7,33.3333333333333,1600,25208.9699999999,2,26.3125,3
18504,débrouillard,0.77,<dé<(brouiller)>ard>,"(1, 1, 1)",422,1752.69,2,48.1042654028436,11,82.22,9,45.4545454545454,52,113.07,3,44.2307692307692,3
18524,décachetais,0,<dé<(cachet)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,16.61,6,66.6666666666666,1600,25208.9699999999,2,91.125,3
18531,décalquai,0,<dé<(calque)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,2,0.27,6,50,1600,25208.9699999999,2,91.125,3
18533,décampe,2.46999999999999,<dé<(camp)>[VB]>,"(1, 1, 1)",422,1752.69,2,23.9336492890995,6,129.88,4,66.6666666666666,1600,25208.9699999999,2,37.125,3
18541,décapotable,2.66,<dé<(capot)>able>,"(1, 1, 1)",422,1752.69,2,22.7488151658767,3,8.75,5,33.3333333333333,313,1042.69,4,23.3226837060702,3
18542,décapotée,0.02,<dé<(capot)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,3,8.75,5,66.6666666666666,1600,25208.9699999999,2,83.4375,3
18544,décarcasser,0.05,<dé<(carcasse)>[VB]>,"(1, 1, 1)",422,1752.69,2,76.5402843601895,2,2.63,8,50,1600,25208.9699999999,2,78.25,3
18545,décati,0.04,<dé<(cat)>[VB]>,"(1, 1, 1)",422,1752.69,2,77.2511848341232,1,0.04,3,0,1600,25208.9699999999,2,79.8125,3
18563,déchaîna,6.95,<dé<(chaîne)>[VB]>,"(1, 1, 1)",422,1752.69,2,11.3744075829383,7,54.19,6,28.5714285714285,1600,25208.9699999999,2,22.875,3
18569,déchaînement,0.14,<dé<(chaîne)>ment>,"(1, 1, 1)",422,1752.69,2,69.6682464454976,7,54.19,6,71.4285714285714,919,5042.80999999999,4,74.537540805223,3
18572,décharge,18.15,<dé<(charge)>[VB]>,"(1, 1, 1)",422,1752.69,2,5.21327014218009,12,183.5,6,16.6666666666666,1600,25208.9699999999,2,13.1875,3
18578,décharné,0.33,<dé<(chair)>é>,"(1, 1, 1)",422,1752.69,2,58.7677725118483,8,46.23,5,62.5,57,846.24,1,59.6491228070175,3
18580,décharnent,0,<dé<(chair)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,8,46.23,5,75,1600,25208.9699999999,2,91.125,3
18581,déchaussée,0.01,<dé<(chausser)>é>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,7,94.04,8,71.4285714285714,57,846.24,1,85.9649122807017,3
18582,déchausserais,0.01,<dé<(chausser)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,7,94.04,8,71.4285714285714,1600,25208.9699999999,2,86.3125,3
18583,déchéance,1.67,<dé<(choir)>nce>,"(1, 1, 1)",422,1752.69,2,30.3317535545023,3,3.58,5,0,213,1491.29,3,44.6009389671361,3
18584,déchiffrait,4.23,<dé<(chiffre)>[VB]>,"(1, 1, 1)",422,1752.69,2,17.2985781990521,5,31.97,7,20,1600,25208.9699999999,2,30.4375,3
18587,déchiffrement,0.04,<dé<(chiffre)>ment>,"(1, 1, 1)",422,1752.69,2,77.2511848341232,5,31.97,7,80,919,5042.80999999999,4,85.4189336235038,3
18663,déclassement,0,<dé<(classe)>ment>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,8,95.76,6,62.5,919,5042.80999999999,4,93.4711643090315,3
18664,déclassés,0,<dé<(classe)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,8,95.76,6,62.5,1600,25208.9699999999,2,91.125,3
18665,déclencha,17.9,<dé<(clenche)>[VB]>,"(1, 1, 1)",422,1752.69,2,5.68720379146919,5,22.25,7,0,1600,25208.9699999999,2,13.3125,3
18671,déclenchement,0.53,<dé<(clenche)>ment>,"(1, 1, 1)",422,1752.69,2,53.3175355450236,5,22.25,7,60,919,5042.80999999999,4,54.189336235038,3
18677,déclencheur,0.929999999999999,<dé<(clenche)>eur>,"(1, 1, 1)",422,1752.69,2,44.5497630331753,5,22.25,7,40,501,2127.06,3,50.8982035928143,3
18687,déclouée,0.01,<dé<(clou)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,3,21.48,4,66.6666666666666,1600,25208.9699999999,2,86.3125,3
18689,décocha,0,<dé<(coche)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,4,4.95,5,75,1600,25208.9699999999,2,91.125,3
18690,décodé,2.3,<dé<(code)>[VB]>,"(1, 1, 1)",422,1752.69,2,25.3554502369668,7,57.79,4,28.5714285714285,1600,25208.9699999999,2,38.25,3
18692,décodeurs,0.02,<dé<(code)>eur>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,7,57.79,4,57.1428571428571,501,2127.06,3,88.0239520958083,3
18693,décoiffée,0.3,<dé<(coiffe)>[VB]>,"(1, 1, 1)",422,1752.69,2,60.9004739336492,5,34.0099999999999,6,60,1600,25208.9699999999,2,66.25,3
18697,décolla,19.11,<dé<(colle)>[VB]>,"(1, 1, 1)",422,1752.69,2,4.97630331753554,9,92.78,5,22.2222222222222,1600,25208.9699999999,2,12.9374999999999,3
18698,décollage,7.14,<dé<(colle)>age>,"(1, 1, 1)",422,1752.69,2,10.9004739336492,9,92.78,5,44.4444444444444,201,707.48,3,10.9452736318407,3
18709,décolleté,2.13,<dé<(col)>let[VB]>,"(1, 1, 1)",422,1752.69,2,26.5402843601895,3,12.0199999999999,3,33.3333333333333,1,2.13,6,0,3
18714,décolorée,0.23,<dé<(couleur)>[VB]>,"(1, 1, 1)",422,1752.69,2,63.9810426540284,8,87.83,7,75,1600,25208.9699999999,2,68.25,3
18715,décommandai,0,<dé<(commande)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,10,198.59,8,90,1600,25208.9699999999,2,91.125,3
18719,décomposition,2.58,<dé<(composer)>ion>,"(1, 1, 1)",422,1752.69,2,23.2227488151658,7,31.83,8,57.1428571428571,766,3498.54,3,35.509138381201,3
18724,déconcerta,0.48,<dé<(concert)>[VB]>,"(1, 1, 1)",422,1752.69,2,53.7914691943127,5,35.0199999999999,7,60,1600,25208.9699999999,2,61.9375,3
18725,déconcertant,0.98,<dé<(concert)>ant/ent>,"(1, 1, 1)",422,1752.69,2,43.3649289099526,5,35.0199999999999,7,40,522,3302.43999999999,7,47.8927203065134,3
18729,déconditionner,0.01,<dé<(condition)>[VB]>,"(1, 1, 1)",422,1752.69,2,85.3080568720379,6,54.41,9,83.3333333333333,1600,25208.9699999999,2,86.3125,3
18730,déconfiture,0.07,<dé<(confit)>ure>,"(1, 1, 1)",422,1752.69,2,73.6966824644549,4,8.41,6,75,122,595.65,3,86.0655737704918,3
18731,décongélation,0.31,<dé<(congél)>ion>,"(1, 1, 1)",422,1752.69,2,60.4265402843601,1,0.31,6,0,766,3498.54,3,80.4177545691906,3
18732,déconné,24.6,<dé<(con)>[VB]>,"(1, 1, 1)",422,1752.69,2,2.84360189573459,2,120.03,3,50,1600,25208.9699999999,2,10.875,3
18738,déconseille,2.44,<dé<(conseil)>[VB]>,"(1, 1, 1)",422,1752.69,2,24.170616113744,4,140.17,7,75,1600,25208.9699999999,2,37.3125,3
18740,déconstruction,0.08,<dé<(construire)>ion>,"(1, 1, 1)",422,1752.69,2,73.2227488151658,6,83.26,10,83.3333333333333,766,3498.54,3,90.0783289817232,3
18745,décontraction,0.15,<dé<(contrat)>ion>,"(1, 1, 1)",422,1752.69,2,69.1943127962085,4,56.65,7,75,766,3498.54,3,86.8146214099216,3
18746,déconvenue,0.16,<dé<(convenir)>[VB]>,"(1, 1, 1)",422,1752.69,2,67.7725118483412,8,57.72,8,87.5,1600,25208.9699999999,2,71,3
18766,découpage,0.47,<dé<(couper)>age>,"(1, 1, 1)",422,1752.69,2,54.2654028436019,13,616.769999999999,6,46.1538461538461,201,707.48,3,60.1990049751243,3
18767,découpaient,12.41,<dé<(couper)>[VB]>,"(1, 1, 1)",422,1752.69,2,8.05687203791469,13,616.769999999999,6,7.69230769230769,1600,25208.9699999999,2,16.4375,3
18778,décourage,3.80999999999999,<dé<(courage)>[VB]>,"(1, 1, 1)",422,1752.69,2,18.7203791469194,7,119.7,7,42.8571428571428,1600,25208.9699999999,2,31.5,3
18781,découragement,0.27,<dé<(courage)>ment>,"(1, 1, 1)",422,1752.69,2,62.7962085308056,7,119.7,7,85.7142857142857,919,5042.80999999999,4,66.0500544069641,3
18794,découvreurs,0.11,<dé<(couvr)>eur>,"(1, 1, 1)",422,1752.69,2,71.563981042654,2,1.14,5,50,501,2127.06,3,79.6407185628742,3
18810,décrasse,0.07,<dé<(crasse)>[VB]>,"(1, 1, 1)",422,1752.69,2,73.6966824644549,4,5.37,6,50,1600,25208.9699999999,2,76.4375,3
18812,décrépitude,0.12,<dé<(crépir)>ude>,"(1, 1, 1)",422,1752.69,2,71.3270142180094,4,0.19,6,0,26,70.7599999999999,3,84.6153846153846,3
18821,décrié,0.04,<dé<(cri)>[VB]>,"(1, 1, 1)",422,1752.69,2,77.2511848341232,6,161.779999999999,3,83.3333333333333,1600,25208.9699999999,2,79.8125,3
18825,décrispe,0.09,<dé<(crisper)>[VB]>,"(1, 1, 1)",422,1752.69,2,72.5118483412322,3,2.04,7,33.3333333333333,1600,25208.9699999999,2,75.6875,3
18831,décrocha,23.5499999999999,<dé<(croche)>[VB]>,"(1, 1, 1)",422,1752.69,2,3.55450236966824,7,115.36,6,28.5714285714285,1600,25208.9699999999,2,11.625,3
18832,décrochage,0.25,<dé<(croche)>age>,"(1, 1, 1)",422,1752.69,2,63.2701421800947,7,115.36,6,85.7142857142857,201,707.48,3,67.1641791044776,3
18839,décroiser,0.02,<dé<(croix)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,11,979.359999999999,5,72.7272727272727,1600,25208.9699999999,2,83.4375,3
18840,décroissait,0.02,<dé<(croître)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,10,18.66,7,90,1600,25208.9699999999,2,83.4375,3
18844,décrottent,0.02,<dé<(crotte)>[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,7.27,6,75,1600,25208.9699999999,2,83.4375,3
18846,décrypter,0.46,<dé<(crypt)>[VB]>,"(1, 1, 1)",422,1752.69,2,54.9763033175355,2,1.44,5,50,1600,25208.9699999999,2,62.5625,3
18849,déculotté,0.08,<dé<(culotte)>[VB]>,"(1, 1, 1)",422,1752.69,2,73.2227488151658,4,18.34,7,25,1600,25208.9699999999,2,75.9375,3
18860,dédaigneuse,0.27,<dé<(daigner)>eux>,"(1, 1, 1)",422,1752.69,2,62.7962085308056,4,3.94999999999999,7,50,271,1027.7,3,66.0516605166051,3
18870,dédommagement,1.1,<dé<(dommage)>ment>,"(1, 1, 1)",422,1752.69,2,41.4691943127962,5,100.36,7,60,919,5042.80999999999,4,39.8258977149075,3
18871,dédommager,1.45,<dé<(dommage)>[VB]>,"(1, 1, 1)",422,1752.69,2,33.8862559241706,5,100.36,7,40,1600,25208.9699999999,2,45.5,3
18872,dédouanez,0,<dé<(douane)>[VB]>,"(1, 1, 1)",422,1752.69,2,90.2843601895734,3,8.7,6,66.6666666666666,1600,25208.9699999999,2,91.125,3
18873,dédoublement,0.46,<dé<(double)>ment>,"(1, 1, 1)",422,1752.69,2,54.9763033175355,8,72.19,6,50,919,5042.80999999999,4,56.8008705114254,3
18874,dédramatise,0.02,<dé<(drame)>is[VB]>,"(1, 1, 1)",422,1752.69,2,82.4644549763033,4,25.08,5,75,126,424.71,5,71.4285714285714,3
18881,défaillance,2.37,<dé<(faille)>nce>,"(1, 1, 1)",422,1752.69,2,24.6445497630331,7,62.6,6,42.8571428571428,213,1491.29,3,38.9671361502347,3
18883,défaillent,0.59,<dé<(faille)>[VB]>,"(1, 1, 1)",422,1752.69,2,51.6587677725118,7,62.6,6,71.4285714285714,1600,25208.9699999999,2,58.9375,3
18887,défaisait,0.04,<dé<(faire)>[VB]>,"(1, 1, 1)",422,1752.69,2,77.2511848341232,19,9338.35999999999,5,89.4736842105263,1600,25208.9699999999,2,79.8125,3
