,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,n_morphemes
33673,rechigner,0.08,<re<(chigner),"(1, 1, 0)",434,6595.02,2,81.1059907834101,1,0.08,7,0,2
33674,rechute,1.38,<re<(chute),"(1, 1, 0)",434,6595.02,2,49.5391705069124,6,39.15,5,66.6666666666666,2
33686,réclama,20.19,<re<(clamer),"(1, 1, 0)",434,6595.02,2,12.6728110599078,12,34.87,6,0,2
33705,recommanda,16.03,<re<(commander),"(1, 1, 0)",434,6595.02,2,14.7465437788018,1,16.03,9,0,2
33713,recommença,82.0099999999999,<re<(commencer),"(1, 1, 0)",434,6595.02,2,4.14746543778801,3,522.91,9,33.3333333333333,2
33728,récompensait,26.57,<re<(compenser),"(1, 1, 0)",434,6595.02,2,8.75576036866359,4,32.3,9,0,2
33734,recomposer,0.28,<re<(composer),"(1, 1, 0)",434,6595.02,2,71.4285714285714,7,31.83,8,85.7142857142857,2
33738,reconfigure,0.08,<re<(configurer),"(1, 1, 0)",434,6595.02,2,81.1059907834101,3,1.1,10,33.3333333333333,2
33748,reconnecté,0.06,<re<(connecter),"(1, 1, 0)",434,6595.02,2,83.4101382488479,4,12.7,9,75,2
33750,reconsidérer,1.06,<re<(considérer),"(1, 1, 0)",434,6595.02,2,53.9170506912442,6,53.11,10,50,2
33751,reconstituait,3.65,<re<(constituer),"(1, 1, 0)",434,6595.02,2,31.3364055299539,6,21.63,10,33.3333333333333,2
33758,recoucha,3.54,<re<(coucher),"(1, 1, 0)",434,6595.02,2,31.5668202764976,8,244.93,7,37.5,2
33763,recoupe,0.27,<re<(couper),"(1, 1, 0)",434,6595.02,2,72.5806451612903,13,616.769999999999,6,61.5384615384615,2
33768,recouvert,3.1,<re<(couvert),"(1, 1, 0)",434,6595.02,2,33.4101382488479,4,110.37,7,75,2
33775,recrache,0.82,<re<(cracher),"(1, 1, 0)",434,6595.02,2,58.7557603686635,7,29.9,7,28.5714285714285,2
33778,recréer,1.61,<re<(créer),"(1, 1, 0)",434,6595.02,2,46.5437788018433,9,146.2,5,66.6666666666666,2
33779,recrépi,0,<re<(crépir),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,0.19,6,50,2
33841,redémarre,1.4,<re<(démarrer),"(1, 1, 0)",434,6595.02,2,49.3087557603686,4,37.52,8,25,2
33879,redressa,8.12,<re<(dresser),"(1, 1, 0)",434,6595.02,2,20.73732718894,5,28.22,7,20,2
33888,rééditant,0.01,<re<(éditer),"(1, 1, 0)",434,6595.02,2,89.1705069124423,7,18.73,6,85.7142857142857,2
33891,réengagées,0,<re<(engager),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,82.82,7,75,2
33892,réessayer,2.4,<re<(essayer),"(1, 1, 0)",434,6595.02,2,37.5576036866359,1,2.4,7,0,2
33893,réévaluez,0.01,<re<(évaluer),"(1, 1, 0)",434,6595.02,2,89.1705069124423,3,6.95,7,66.6666666666666,2
33899,referma,10.8399999999999,<re<(fermer),"(1, 1, 0)",434,6595.02,2,17.5115207373271,5,253.4,6,60,2
33956,refoulaient,2.3,<re<(fouler),"(1, 1, 0)",434,6595.02,2,38.2488479262672,3,5.11999999999999,6,33.3333333333333,2
33961,refoulerait,0,<re<(foulerait),"(1, 1, 0)",434,6595.02,2,93.5483870967741,1,0,9,0,2
33962,refourgués,0.01,<re<(fourguer),"(1, 1, 0)",434,6595.02,2,89.1705069124423,2,1.55,8,50,2
33964,réfrène,0.22,<re<(frène),"(1, 1, 0)",434,6595.02,2,74.8847926267281,1,0.22,5,0,2
34006,regagna,8.18,<re<(gagner),"(1, 1, 0)",434,6595.02,2,20.5069124423963,3,323.24,6,66.6666666666666,2
34057,régénéré,1.05,<re<(générer),"(1, 1, 0)",434,6595.02,2,54.147465437788,9,40.4,7,55.5555555555555,2
34120,regrimpa,0.01,<re<(grimper),"(1, 1, 0)",434,6595.02,2,89.1705069124423,3,21.2,7,66.6666666666666,2
34138,réinterprète,0,<re<(interprète/r),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,18.29,12,50,2
34139,réinventer,0.41,<re<(inventer),"(1, 1, 0)",434,6595.02,2,67.9723502304147,5,65.84,8,60,2
34140,rejaillirait,0.11,<re<(jaillir),"(1, 1, 0)",434,6595.02,2,80.184331797235,3,5.70999999999999,7,66.6666666666666,2
34158,rejoue,2.66,<re<(jouer),"(1, 1, 0)",434,6595.02,2,35.7142857142857,8,627.449999999999,5,37.5,2
34160,réjoui,17.81,<re<(jouir),"(1, 1, 0)",434,6595.02,2,14.516129032258,6,36.97,5,0,2
34168,relâcha,21.93,<re<(lâcher),"(1, 1, 0)",434,6595.02,2,11.2903225806451,5,251.73,6,20,2
34176,relance,4.93,<re<(lancer),"(1, 1, 0)",434,6595.02,2,26.2672811059907,6,107.75,6,33.3333333333333,2
34183,relave,0.07,<re<(laver),"(1, 1, 0)",434,6595.02,2,82.258064516129,8,84.01,5,87.5,2
34191,reléguai,0.33,<re<(léguer),"(1, 1, 0)",434,6595.02,2,70.2764976958525,5,12.88,6,60,2
34195,releva,50.13,<re<(lever),"(1, 1, 0)",434,6595.02,2,6.91244239631336,10,432.67,5,20,2
34210,reliait,13.07,<re<(lier),"(1, 1, 0)",434,6595.02,2,16.1290322580645,12,113.24,4,33.3333333333333,2
34228,remâcha,0,<re<(mâcher),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,13.09,6,75,2
34234,remania,0,<re<(manier),"(1, 1, 0)",434,6595.02,2,93.5483870967741,2,3.57,6,50,2
34248,remarque,20.19,<re<(marque),"(1, 1, 0)",434,6595.02,2,12.6728110599078,8,189.79,6,37.5,2
34295,remisaient,0.01,<re<(misaient),"(1, 1, 0)",434,6595.02,2,89.1705069124423,1,0.01,8,0,2
34296,remisait,0,<re<(misait),"(1, 1, 0)",434,6595.02,2,93.5483870967741,1,0,6,0,2
34297,remise,17.9399999999999,<re<(mise),"(1, 1, 0)",434,6595.02,2,14.2857142857142,5,102.22,4,20,2
34299,remonta,75.71,<re<(monter),"(1, 1, 0)",434,6595.02,2,4.60829493087557,9,405.37,6,11.1111111111111,2
34405,renia,4.79,<re<(nier),"(1, 1, 0)",434,6595.02,2,26.9585253456221,3,27.98,4,33.3333333333333,2
34427,renoué,1.02,<re<(nouer),"(1, 1, 0)",434,6595.02,2,54.8387096774193,3,6.68999999999999,5,66.6666666666666,2
34436,renseigna,18.66,<re<(enseigner),"(1, 1, 0)",434,6595.02,2,13.5944700460829,5,77.8699999999999,9,40,2
34445,rentra,540.859999999999,<re<(entrer),"(1, 1, 0)",434,6595.02,2,0.230414746543778,3,1413.27,6,33.3333333333333,2
34471,renverra,55.1799999999999,<re<(envoyer),"(1, 1, 0)",434,6595.02,2,6.68202764976958,2,417.07,7,50,2
34506,reparla,18.3,<re<(parler),"(1, 1, 0)",434,6595.02,2,14.0552995391705,10,2015.93,6,30,2
34519,repassa,23.57,<re<(passer),"(1, 1, 0)",434,6595.02,2,10.5990783410138,7,1813.77999999999,6,28.5714285714285,2
34530,repayait,0,<re<(payer),"(1, 1, 0)",434,6595.02,2,93.5483870967741,5,447.669999999999,5,80,2
34533,repeindre,2.79,<re<(peindre),"(1, 1, 0)",434,6595.02,2,34.331797235023,4,40.3099999999999,7,50,2
34534,repeint,1.73,<re<(peint),"(1, 1, 0)",434,6595.02,2,44.4700460829493,5,45.8499999999999,5,40,2
34536,repensant,7.75,<re<(penser),"(1, 1, 0)",434,6595.02,2,21.8894009216589,7,1549.17,6,28.5714285714285,2
34542,répercutait,0.26,<re<(percuter),"(1, 1, 0)",434,6595.02,2,72.811059907834,4,5.01,8,75,2
34570,repétrissait,0,<re<(pétrir),"(1, 1, 0)",434,6595.02,2,93.5483870967741,2,1.53,6,50,2
34595,replonge,1.79,<re<(plonger),"(1, 1, 0)",434,6595.02,2,43.5483870967741,1,1.79,7,0,2
34602,reporté,0.9,<re<(porter),"(1, 1, 0)",434,6595.02,2,56.6820276497695,24,892.509999999999,6,70.8333333333333,2
34619,repoussa,21.09,<re<(pousser),"(1, 1, 0)",434,6595.02,2,11.9815668202764,2,156.24,7,50,2
34631,représentaient,44.75,<re<(présenter),"(1, 1, 0)",434,6595.02,2,7.14285714285714,4,217.63,9,25,2
34653,reprise,9.54,<re<(priser),"(1, 1, 0)",434,6595.02,2,18.2027649769585,4,96.4199999999999,6,25,2
34772,ressaisie,5.44,<re<(saisir),"(1, 1, 0)",434,6595.02,2,24.6543778801843,6,46.54,6,16.6666666666666,2
34781,ressembla,147.909999999999,<re<(sembler),"(1, 1, 0)",434,6595.02,2,2.073732718894,11,430.199999999999,7,9.09090909090909,2
34799,resserra,2.99,<re<(serrer),"(1, 1, 0)",434,6595.02,2,33.6405529953917,7,71.78,6,14.2857142857142,2
34805,ressortaient,19.07,<re<(sortir),"(1, 1, 0)",434,6595.02,2,13.1336405529953,3,977.91,6,66.6666666666666,2
34808,ressorte,0.41,<re<(sorte),"(1, 1, 0)",434,6595.02,2,67.9723502304147,2,136.64,5,50,2
34817,ressoudée,0.32,<re<(souder),"(1, 1, 0)",434,6595.02,2,70.5069124423963,2,3.26,6,50,2
34871,resurgir,0.39,<re<(surgir),"(1, 1, 0)",434,6595.02,2,68.8940092165898,4,15.3999999999999,6,75,2
34873,rétabli,11.3899999999999,<re<(établir),"(1, 1, 0)",434,6595.02,2,17.0506912442396,4,47.93,7,25,2
34894,retente,0.71,<re<(tenter),"(1, 1, 0)",434,6595.02,2,61.9815668202765,6,124.149999999999,6,66.6666666666666,2
34907,retira,79.3499999999999,<re<(tirer),"(1, 1, 0)",434,6595.02,2,4.37788018433179,1,79.3499999999999,5,0,2
34926,retomba,6.01,<re<(tomber),"(1, 1, 0)",434,6595.02,2,23.7327188940092,5,347.599999999999,6,20,2
34930,retombe,3.9,<re<(tombe),"(1, 1, 0)",434,6595.02,2,30.8755760368663,5,140.53,5,40,2
34941,retoucha,1.82,<re<(toucher),"(1, 1, 0)",434,6595.02,2,43.3179723502304,4,309.14,7,50,2
34986,retraversent,0,<re<(traverser),"(1, 1, 0)",434,6595.02,2,93.5483870967741,3,142.48,9,66.6666666666666,2
34993,retrempai,0,<re<(tremper),"(1, 1, 0)",434,6595.02,2,93.5483870967741,4,21.52,7,75,2
35007,retrouva,294.3,<re<(trouver),"(1, 1, 0)",434,6595.02,2,0.691244239631336,6,1644.86,7,16.6666666666666,2
35148,revomir,0.01,<re<(vomir),"(1, 1, 0)",434,6595.02,2,89.1705069124423,4,27.7699999999999,5,50,2
35150,rhabille,4.43,<re<(habiller),"(1, 1, 0)",434,6595.02,2,28.5714285714285,5,92.74,8,40,2
36058,souleva,22.38,<sous<(lever),"(1, 1, 0)",15,98.6,4,6.66666666666666,10,432.67,5,30,2
36095,soupèse,0.24,<sous<(peser),"(1, 1, 0)",15,98.6,4,73.3333333333333,7,27.17,5,57.1428571428571,2
36207,subconscient,2.38,<sub<(conscient),"(1, 1, 0)",5,3.90999999999999,3,0,9,83.03,9,33.3333333333333,2
36315,superposaient,0.669999999999999,<super<(poser),"(1, 1, 0)",3,1.7,5,33.3333333333333,24,427.529999999999,5,45.8333333333333,2
36379,surcharge,1.79,<sur<(charge),"(1, 1, 0)",55,248.22,3,21.8181818181818,12,183.5,6,66.6666666666666,2
36391,surestimé,0.72,<sur<(estimer),"(1, 1, 0)",55,248.22,3,45.4545454545454,2,14.09,7,50,2
36393,surexcitait,0.38,<sur<(exciter),"(1, 1, 0)",55,248.22,3,56.3636363636363,4,55.44,7,75,2
36410,surmène,1.6,<sur<(mener),"(1, 1, 0)",55,248.22,3,27.2727272727272,8,729.78,5,62.5,2
36415,surmontait,8.27,<sur<(monter),"(1, 1, 0)",55,248.22,3,9.09090909090909,9,405.37,6,33.3333333333333,2
36423,surnageant,0,<sur<(nageant),"(1, 1, 0)",55,248.22,3,87.2727272727272,1,0,7,0,2
36424,surnagèrent,0,<sur<(nagèrent),"(1, 1, 0)",55,248.22,3,87.2727272727272,1,0,8,0,2
36430,surpasse,4.32,<sur<(passer),"(1, 1, 0)",55,248.22,3,16.3636363636363,7,1813.77999999999,6,85.7142857142857,2
36451,surveillaient,84.41,<sur<(veiller),"(1, 1, 0)",55,248.22,3,0,2,140.17,7,0,2
37146,transperce,3.49999999999999,<trans<(percer),"(1, 1, 0)",26,105.41,5,23.076923076923,2,19.82,6,50,2
37159,transporte,3.56,<trans<(porte),"(1, 1, 0)",26,105.41,5,19.2307692307692,13,600.499999999999,5,53.8461538461538,2
37171,transposaient,0,<trans<(poser),"(1, 1, 0)",26,105.41,5,84.6153846153846,24,427.529999999999,5,83.3333333333333,2
