,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,SUFF_2_FamSize,SUFF_2_Freq,SUFF_2_Length,SUFF_2_PFMF,n_morphemes
24101,feuilleton,2.81,(feuille)>et>>on>,"(0, 1, 2)",11,55.45,7,18.1818181818181,75,229.51,2,20,109,331.19,2,23.8532110091743,3
24153,fiévreusement,0.03,(fièvre)>eux>>ment>,"(0, 1, 2)",4,26.32,6,75,271,1027.7,3,84.1328413284132,919,5042.80999999999,4,86.7247007616974,3
24235,finalement,45.89,(fin)>al>>ment>,"(0, 1, 2)",21,1200.89,3,14.2857142857142,200,1125.04,2,1,919,5042.80999999999,4,1.84983677910772,3
24236,finaliste,0.36,(fin)>al>>iste>,"(0, 1, 2)",21,1200.89,3,85.7142857142857,200,1125.04,2,66.5,119,322.749999999999,4,49.5798319327731,3
24237,finalité,0.46,(fin)>al>>ité>,"(0, 1, 2)",21,1200.89,3,80.9523809523809,200,1125.04,2,61.5,334,1491.88,3,66.4670658682634,3
24248,financièrement,2.21,(finance)>ier>>ment>,"(0, 1, 2)",5,33.57,7,80,181,847.1,3,28.7292817679558,919,5042.80999999999,4,24.4831338411316,3
24272,finissant,0.51,(fin)>[VB]>>ant/ent>,"(0, 1, 2)",21,1200.89,3,71.4285714285714,1600,25208.9699999999,2,60.875,522,3302.43999999999,7,59.7701149425287,3
24431,fluidité,0.39,(flux)>ide>>ité>,"(0, 1, 2)",12,12.32,4,41.6666666666666,9,29.06,3,77.7777777777777,334,1491.88,3,70.6586826347305,3
24479,fondamentalement,2.03,(fondement)>al>>ment>,"(0, 1, 2)",4,8.93,9,50,200,1125.04,2,38,919,5042.80999999999,4,25.8977149075081,3
24481,fondamentalistes,0.54,(fondement)>al>>iste>,"(0, 1, 2)",4,8.93,9,75,200,1125.04,2,60,119,322.749999999999,4,43.6974789915966,3
24500,footballistiques,0.01,(football)>iste>>ique>,"(0, 1, 2)",3,15.95,8,66.6666666666666,119,322.749999999999,4,89.9159663865546,281,852.449999999999,4,89.6797153024911,3
24538,formalité,3.77,(forme)>el>>ité>,"(0, 1, 2)",29,262.78,5,34.4827586206896,153,1103.39999999999,2,30.718954248366,334,1491.88,3,18.8622754491017,3
24539,formalités,3.3,(forme)>el>>ités>,"(0, 1, 2)",29,262.78,5,44.8275862068965,153,1103.39999999999,2,32.6797385620915,60,83.33,4,6.66666666666666,3
24550,formellement,1.48,(forme)>el>>ment>,"(0, 1, 2)",29,262.78,5,55.1724137931034,153,1103.39999999999,2,46.4052287581699,919,5042.80999999999,4,32.3177366702938,3
24599,foudroyant,0.52,(foudre)>oy>>ant/ent>,"(0, 1, 2)",3,15.04,6,66.6666666666666,2,0.79,2,0,522,3302.43999999999,7,59.1954022988505,3
24679,fourrageais,0,(fourr)>age>>[VB]>,"(0, 1, 2)",5,4.27,5,80,201,707.48,3,91.5422885572139,1600,25208.9699999999,2,91.125,3
24727,fracturés,0.13,(fract)>ure>>[VB]>,"(0, 1, 2)",6,21.89,5,83.3333333333333,122,595.65,3,79.5081967213114,1600,25208.9699999999,2,73.375,3
24784,fraternellement,0.11,(frère)>el>>ment>,"(0, 1, 2)",9,405.449999999999,5,77.7777777777777,153,1103.39999999999,2,77.7777777777777,919,5042.80999999999,4,78.4548422198041,3
24824,frénétiquement,0.26,(frénésie)>ique>>ment>,"(0, 1, 2)",3,2.09999999999999,8,66.6666666666666,281,852.449999999999,4,72.2419928825622,919,5042.80999999999,4,67.2470076169749,3
24848,frigidaire,1.16,(froid)>ide>>aire>,"(0, 1, 2)",11,194.89,5,54.5454545454545,9,29.06,3,44.4444444444444,179,853.76,4,59.217877094972,3
24849,frigorifique,0.1,(froid)>if>>ique>,"(0, 1, 2)",11,194.89,5,81.8181818181818,168,409.409999999999,2,77.9761904761904,281,852.449999999999,4,80.7829181494661,3
24953,fugitivement,0,(fugue)>if>>ment>,"(0, 1, 2)",5,13.34,5,80,168,409.409999999999,2,92.2619047619047,919,5042.80999999999,4,93.4711643090315,3
25002,furieusement,0.87,(fur)>eux>>ment>,"(0, 1, 2)",4,36.0599999999999,3,50,271,1027.7,3,42.8044280442804,919,5042.80999999999,4,45.0489662676822,3
25120,garagiste,1.25,(gare)>age>>iste>,"(0, 1, 2)",3,62.11,4,33.3333333333333,201,707.48,3,39.8009950248756,119,322.749999999999,4,30.2521008403361,3
25131,garçonnière,1.53,(gars)>on>>ère>,"(0, 1, 2)",3,542.719999999999,4,33.3333333333333,109,331.19,2,37.6146788990825,49,86.54,3,26.5306122448979,3
25223,gélification,0,(gel)>ifier>>ion>,"(0, 1, 2)",9,39.39,3,88.8888888888888,27,49.0699999999999,5,81.4814814814814,766,3498.54,3,96.6057441253263,3
25256,généralisable,0,(général)>is[VB]>>able>,"(0, 1, 2)",5,174.179999999999,7,80,126,424.71,5,87.3015873015873,313,1042.69,4,95.5271565495207,3
25259,généralités,0.3,(générer)>al>>ités>,"(0, 1, 2)",9,40.4,7,77.7777777777777,200,1125.04,2,70,60,83.33,4,56.6666666666666,3
25272,généticienne,0.01,(gène)>ique>>ien>,"(0, 1, 2)",19,41.24,4,94.7368421052631,281,852.449999999999,4,89.6797153024911,66,291.01,3,87.8787878787878,3
25274,génétiquement,1.9,(gène)>ique>>ment>,"(0, 1, 2)",19,41.24,4,15.7894736842105,281,852.449999999999,4,30.6049822064056,919,5042.80999999999,4,27.2034820457018,3
25361,glandouilleur,0,(gland)>ouille>>eur>,"(0, 1, 2)",2,2.95,5,50,7,0.43,6,57.1428571428571,501,2127.06,3,93.4131736526946,3
25387,globuleux,0.27,(globe)>ule>>eux>,"(0, 1, 2)",5,11.41,5,80,11,6.53,3,54.5454545454545,271,1027.7,3,66.0516605166051,3
25389,glorieusement,0.34,(gloire)>eux>>ment>,"(0, 1, 2)",5,43.93,6,60,271,1027.7,3,62.3616236162361,919,5042.80999999999,4,62.7856365614798,3
25392,glorification,0.22,(gloire)>ifier>>ion>,"(0, 1, 2)",5,43.93,6,80,27,49.0699999999999,5,55.5555555555555,766,3498.54,3,84.2036553524804,3
25484,gouvernementale,1.94,(gouverner)>ment>>al>,"(0, 1, 2)",6,100.37,9,83.3333333333333,919,5042.80999999999,4,26.550598476605,200,1125.04,2,38.5,3
25495,gracieusement,0.54,(grâce)>eux>>ment>,"(0, 1, 2)",12,145.8,5,58.3333333333333,271,1027.7,3,54.2435424354243,919,5042.80999999999,4,53.7540805223068,3
25497,gracieuseté,0.06,(grâce)>ieus>>ité>,"(0, 1, 2)",12,145.8,5,91.6666666666666,2,0.2,4,50,334,1491.88,3,86.2275449101796,3
25498,gracieusetés,0.14,(grâce)>ieus>>etés>,"(0, 1, 2)",12,145.8,5,75,2,0.2,4,0,4,7.22,4,75,3
25524,grandissant,2.35,(grand)>[VB]>>ant/ent>,"(0, 1, 2)",9,822.46,5,55.5555555555555,1600,25208.9699999999,2,37.9375,522,3302.43999999999,7,29.8850574712643,3
25530,granuleuses,0.01,(grain)>ule>>eux>,"(0, 1, 2)",4,26.76,5,75,11,6.53,3,63.6363636363636,271,1027.7,3,88.9298892988929,3
25533,grassouillets,0.06,(grass)>ouille>>et>,"(0, 1, 2)",1,0.06,5,0,7,0.43,6,14.2857142857142,75,229.51,2,89.3333333333333,3
25539,gratouillis,0,(gratter)>ouille>>is>,"(0, 1, 2)",9,15.04,7,66.6666666666666,7,0.43,6,57.1428571428571,22,19.93,2,86.3636363636363,3
25554,grattouillent,0,(gratter)>ouille>>[VB]>,"(0, 1, 2)",9,15.04,7,66.6666666666666,7,0.43,6,57.1428571428571,1600,25208.9699999999,2,91.125,3
25571,gravitationnelle,0.6,(gravité)>ion>>el>,"(0, 1, 2)",4,9.28,7,50,766,3498.54,3,69.0600522193211,153,1103.39999999999,2,58.1699346405228,3
25584,grelottait,1.07,(grêle)>ot>>[VB]>,"(0, 1, 2)",5,3.41,5,20,32,58.0999999999999,2,50,1600,25208.9699999999,2,50.3125,3
25585,grelottant,0.13,(grêle)>ot>>ant/ent>,"(0, 1, 2)",5,3.41,5,60,32,58.0999999999999,2,68.75,522,3302.43999999999,7,77.3946360153256,3
25620,grillagée,0.13,(grill)>age>>[VB]>,"(0, 1, 2)",3,3.36,5,66.6666666666666,201,707.48,3,74.1293532338308,1600,25208.9699999999,2,73.375,3
25681,grisonnants,0.15,(gris)>on>>ant/ent>,"(0, 1, 2)",7,24.68,4,57.1428571428571,109,331.19,2,76.1467889908256,522,3302.43999999999,7,76.0536398467433,3
25710,grossièrement,0.61,(gros)>ier>>ment>,"(0, 1, 2)",10,334.63,4,80,181,847.1,3,60.2209944751381,919,5042.80999999999,4,50.5984766050054,3
25712,grossièreté,1.96,(gros)>ier>>ité>,"(0, 1, 2)",10,334.63,4,40,181,847.1,3,32.5966850828729,334,1491.88,3,33.2335329341317,3
25713,grossièretés,0.74,(gros)>ier>>etés>,"(0, 1, 2)",10,334.63,4,60,181,847.1,3,55.8011049723756,4,7.22,4,50,3
25718,grossissant,0.06,(gros)>[VB]>>ant/ent>,"(0, 1, 2)",10,334.63,4,90,1600,25208.9699999999,2,77.3125,522,3302.43999999999,7,82.375478927203,3
25848,habituellement,4.02,(habitude)>el>>ment>,"(0, 1, 2)",5,159.83,8,80,153,1103.39999999999,2,28.7581699346405,919,5042.80999999999,4,17.3014145810663,3
25932,hargneusement,0,(hargne)>eux>>ment>,"(0, 1, 2)",3,1.54,6,66.6666666666666,271,1027.7,3,93.7269372693726,919,5042.80999999999,4,93.4711643090315,3
25935,harmonieusement,0.06,(harmonie)>eux>>ment>,"(0, 1, 2)",3,7.53,8,66.6666666666666,271,1027.7,3,78.5977859778597,919,5042.80999999999,4,83.7867247007617,3
25959,hâtivement,0.12,(hâte)>if>>ment>,"(0, 1, 2)",4,25.34,4,75,168,409.409999999999,2,75.595238095238,919,5042.80999999999,4,77.5843307943416,3
25999,héréditaire,2.59,(hériter)>ité>>aire>,"(0, 1, 2)",5,35.98,7,60,334,1491.88,3,26.9461077844311,179,853.76,4,38.5474860335195,3
26070,hiérarchisation,0,(hiérarchie)>is[VB]>>ion>,"(0, 1, 2)",4,3.15999999999999,10,50,126,424.71,5,87.3015873015873,766,3498.54,3,96.6057441253263,3
26113,honorabilité,0.2,(honneur)>able>>ité>,"(0, 1, 2)",7,171.049999999999,7,85.7142857142857,313,1042.69,4,76.996805111821,334,1491.88,3,78.7425149700598,3
26115,honorablement,0.41,(honneur)>able>>ment>,"(0, 1, 2)",7,171.049999999999,7,71.4285714285714,313,1042.69,4,67.0926517571885,919,5042.80999999999,4,59.30359085963,3
26124,honteusement,0.58,(honte)>eux>>ment>,"(0, 1, 2)",4,113.38,5,50,271,1027.7,3,52.7675276752767,919,5042.80999999999,4,51.9042437431991,3
26134,horizontalement,0.15,(horizon)>al>>ment>,"(0, 1, 2)",3,12.04,7,66.6666666666666,200,1125.04,2,79.5,919,5042.80999999999,4,73.993471164309,3
26137,horriblement,3.23,(horreur)>able>>ment>,"(0, 1, 2)",5,117.509999999999,7,40,313,1042.69,4,20.1277955271565,919,5042.80999999999,4,19.9129488574537,3
26141,horripilée,0.01,(horreur)>able>>[VB]>,"(0, 1, 2)",5,117.509999999999,7,80,313,1042.69,4,91.3738019169329,1600,25208.9699999999,2,86.3125,3
26181,humidificateur,0.2,(humide)>ifier>>eur>,"(0, 1, 2)",3,15.51,6,66.6666666666666,27,49.0699999999999,5,59.2592592592592,501,2127.06,3,72.0558882235529,3
26208,hydratantes,0.07,(hydro)>at>>ant/ent>,"(0, 1, 2)",5,4.37,5,80,36,166.91,2,80.5555555555555,522,3302.43999999999,7,81.2260536398467,3
26209,hydraulique,1.35,(hydro)>aul>>ique>,"(0, 1, 2)",5,4.37,5,20,1,1.35,3,0,281,852.449999999999,4,41.2811387900355,3
26235,idéalement,0.28,(idée)>al>>ment>,"(0, 1, 2)",7,430.179999999999,4,85.7142857142857,200,1125.04,2,71.5,919,5042.80999999999,4,65.50598476605,3
26237,idéalisme,0.98,(idée)>al>>isme>,"(0, 1, 2)",7,430.179999999999,4,71.4285714285714,200,1125.04,2,50.5,91,100.85,4,35.1648351648351,3
26238,idéaliste,2.09,(idée)>al>>iste>,"(0, 1, 2)",7,430.179999999999,4,42.8571428571428,200,1125.04,2,37.5,119,322.749999999999,4,21.8487394957983,3
26241,identifiables,0.12,(identité)>ifier>>able>,"(0, 1, 2)",5,85.75,8,80,27,49.0699999999999,5,70.3703703703703,313,1042.69,4,82.4281150159744,3
26243,identification,6.88,(identité)>ifier>>ion>,"(0, 1, 2)",5,85.75,8,60,27,49.0699999999999,5,3.7037037037037,766,3498.54,3,16.5796344647519,3
26453,impérialisme,0.64,(empire)>al>>isme>,"(0, 1, 2)",5,59.99,6,60,200,1125.04,2,56.9999999999999,91,100.85,4,42.8571428571428,3
26455,impérieusement,0,(empire)>eux>>ment>,"(0, 1, 2)",5,59.99,6,80,271,1027.7,3,93.7269372693726,919,5042.80999999999,4,93.4711643090315,3
26480,implicitement,0.19,(impliquer)>ite>>ment>,"(0, 1, 2)",3,37.81,9,66.6666666666666,18,30.57,3,77.7777777777777,919,5042.80999999999,4,70.8378672470076,3
26825,indemnisable,0.01,(indemne)>is[VB]>>able>,"(0, 1, 2)",4,5.31,7,75,126,424.71,5,75.3968253968253,313,1042.69,4,91.3738019169329,3
26904,individualiser,0.01,(individu)>el>>is[VB]>,"(0, 1, 2)",5,20.4499999999999,8,80,153,1103.39999999999,2,88.235294117647,126,424.71,5,75.3968253968253,3
26905,individualisme,0.5,(individu)>el>>isme>,"(0, 1, 2)",5,20.4499999999999,8,60,153,1103.39999999999,2,60.7843137254901,91,100.85,4,49.4505494505494,3
26906,individualité,0.57,(individu)>el>>ité>,"(0, 1, 2)",5,20.4499999999999,8,40,153,1103.39999999999,2,58.8235294117647,334,1491.88,3,62.5748502994012,3
26927,industrialiser,0,(industrie)>el>>is[VB]>,"(0, 1, 2)",4,21.5999999999999,9,75,153,1103.39999999999,2,90.8496732026143,126,424.71,5,87.3015873015873,3
26976,infantilismes,0.01,(enfant)>il>>isme>,"(0, 1, 2)",7,776.93,6,85.7142857142857,14,12.29,2,78.5714285714285,91,100.85,4,86.8131868131868,3
27033,influencé,1.98,(influer)>nce>>[VB]>,"(0, 1, 2)",3,21.54,7,33.3333333333333,213,1491.29,3,41.3145539906103,1600,25208.9699999999,2,40.25,3
27097,initialement,0.27,(initier)>al>>ment>,"(0, 1, 2)",6,21.57,7,66.6666666666666,200,1125.04,2,73.5,919,5042.80999999999,4,66.0500544069641,3
27318,instantanéité,0,(instant)>ané>>ité>,"(0, 1, 2)",4,197.519999999999,7,75,5,6.66,3,80,334,1491.88,3,94.6107784431137,3
27319,instantanément,2.15,(instant)>ané>>ment>,"(0, 1, 2)",4,197.519999999999,7,50,5,6.66,3,20,919,5042.80999999999,4,24.9183895538628,3
27324,instinctivement,1.5,(instinct)>if>>ment>,"(0, 1, 2)",3,19.77,8,33.3333333333333,168,409.409999999999,2,37.5,919,5042.80999999999,4,32.2089227421109,3
27370,insurrectionnel,0,(insurger)>ion>>el>,"(0, 1, 2)",3,2,8,66.6666666666666,766,3498.54,3,96.6057441253263,153,1103.39999999999,2,90.8496732026143,3
27374,intégralement,0.57,(intègre)>al>>ment>,"(0, 1, 2)",9,19.7599999999999,7,77.7777777777777,200,1125.04,2,58.5,919,5042.80999999999,4,52.3394994559303,3
27387,intelligemment,1.28,(intellect)>ant/ent>>ment>,"(0, 1, 2)",8,93.08,9,50,522,3302.43999999999,7,41.3793103448275,919,5042.80999999999,4,36.126224156692,3
27643,inventivité,0.02,(inventer)>if>>ité>,"(0, 1, 2)",5,65.84,8,80,168,409.409999999999,2,86.3095238095238,334,1491.88,3,88.9221556886227,3
27713,ironiquement,0.95,(ironie)>ique>>ment>,"(0, 1, 2)",4,11.1,6,50,281,852.449999999999,4,48.7544483985765,919,5042.80999999999,4,43.4167573449401,3
27760,irritabilité,0.2,(irriter)>able>>ité>,"(0, 1, 2)",5,9.67,7,80,313,1042.69,4,76.996805111821,334,1491.88,3,78.7425149700598,3
27951,jovialité,0.04,(joie)>al>>ité>,"(0, 1, 2)",5,116.77,4,80,200,1125.04,2,84.5,334,1491.88,3,87.125748502994,3
27953,joyeusement,1.14,(joie)>eux>>ment>,"(0, 1, 2)",5,116.77,4,40,271,1027.7,3,38.0073800738007,919,5042.80999999999,4,38.1936887921653,3
28014,justicier,1.93,(juste)>ice>>ier>,"(0, 1, 2)",13,1091.31,5,53.8461538461538,17,312.58,3,47.0588235294117,181,847.1,3,34.2541436464088,3
28018,justification,0.97,(juste)>ifier>>ion>,"(0, 1, 2)",13,1091.31,5,76.9230769230769,27,49.0699999999999,5,33.3333333333333,766,3498.54,3,60.1827676240208,3
28049,laborieusement,0.02,(labor)>eux>>ment>,"(0, 1, 2)",7,33.83,5,85.7142857142857,271,1027.7,3,86.3468634686346,919,5042.80999999999,4,88.683351468988,3
28131,lamentablement,0.44,(lamenter)>able>>ment>,"(0, 1, 2)",4,10.03,8,75,313,1042.69,4,65.814696485623,919,5042.80999999999,4,57.9978237214363,3
28166,langoureuse,0.76,(languir)>eur>>eux>,"(0, 1, 2)",4,5.14999999999999,7,25,501,2127.06,3,54.8902195608782,271,1027.7,3,45.3874538745387,3
28193,larmoyante,0.27,(larme)>oy>>ant/ent>,"(0, 1, 2)",3,46.12,5,33.3333333333333,2,0.79,2,50,522,3302.43999999999,7,68.199233716475,3
28241,léchouiller,0.02,(lécher)>ouille>>[VB]>,"(0, 1, 2)",5,14.43,6,60,7,0.43,6,42.8571428571428,1600,25208.9699999999,2,83.4375,3
28335,libéralisme,0.22,(libre)>al>>isme>,"(0, 1, 2)",17,315.18,5,70.5882352941176,200,1125.04,2,74.5,91,100.85,4,65.9340659340659,3
28352,libertinage,0.39,(libre)>in>>age>,"(0, 1, 2)",17,315.18,5,64.7058823529411,30,109.48,2,60,201,707.48,3,63.18407960199,3
28432,littéralement,5.27,(littér)>al>>ment>,"(0, 1, 2)",3,17.0099999999999,6,33.3333333333333,200,1125.04,2,19.5,919,5042.80999999999,4,13.8193688792165,3
28462,localisation,1.99,(local)>is[VB]>>ion>,"(0, 1, 2)",3,37.93,5,66.6666666666666,126,424.71,5,17.4603174603174,766,3498.54,3,42.1671018276762,3
28486,logiquement,1.33,(logue/ie)>ique>>m>,"(0, 1, 2)",55,105.27,8,38.1818181818181,281,852.449999999999,4,41.6370106761565,1,1.33,1,0,3
28504,longitudinale,0.01,(long)>ude>>al>,"(0, 1, 2)",13,547.88,4,92.3076923076923,26,70.7599999999999,3,96.1538461538461,200,1125.04,2,93,3
28573,luminosité,0.66,(lumière)>eux>>ité>,"(0, 1, 2)",6,152.109999999999,7,66.6666666666666,271,1027.7,3,48.7084870848708,334,1491.88,3,58.6826347305389,3
28611,machinalement,0.39,(machine)>al>>ment>,"(0, 1, 2)",5,69.6,7,40,200,1125.04,2,65,919,5042.80999999999,4,60.2829162132752,3
28626,magicien,13.24,(mage)>ique>>ien>,"(0, 1, 2)",5,66.9299999999999,4,40,281,852.449999999999,4,3.91459074733096,66,291.01,3,12.1212121212121,3
28629,magiquement,0.14,(mage)>ique>>ment>,"(0, 1, 2)",5,66.9299999999999,4,80,281,852.449999999999,4,78.6476868327402,919,5042.80999999999,4,74.537540805223,3
28696,majestueusement,0.06,(majesté)>eux>>ment>,"(0, 1, 2)",3,44.52,7,66.6666666666666,271,1027.7,3,78.5977859778597,919,5042.80999999999,4,83.7867247007617,3
28732,malicieuse,0.4,(mal)>ice>>eux>,"(0, 1, 2)",36,1119.62999999999,3,69.4444444444444,17,312.58,3,82.3529411764705,271,1027.7,3,59.040590405904,3
28735,malignité,0.04,(mal)>in>>ité>,"(0, 1, 2)",36,1119.62999999999,3,94.4444444444444,30,109.48,2,83.3333333333333,334,1491.88,3,87.125748502994,3
28859,manuellement,1.4,(main)>el>>ment>,"(0, 1, 2)",12,530.92,4,66.6666666666666,153,1103.39999999999,2,47.7124183006535,919,5042.80999999999,4,33.7323177366702,3
28911,marécageuses,0.01,(marais)>age>>eux>,"(0, 1, 2)",3,10.1,6,66.6666666666666,201,707.48,3,85.0746268656716,271,1027.7,3,88.9298892988929,3
28932,marinade,1.44,(mer)>in>>ade>,"(0, 1, 2)",9,147.359999999999,3,55.5555555555555,30,109.48,2,26.6666666666666,43,65.47,3,18.6046511627907,3
28933,marinas,0.02,(mer)>in>>[VB]>,"(0, 1, 2)",9,147.359999999999,3,88.8888888888888,30,109.48,2,90,1600,25208.9699999999,2,83.4375,3
28938,marinière,0.25,(mer)>in>>ier>,"(0, 1, 2)",9,147.359999999999,3,66.6666666666666,30,109.48,2,70,181,847.1,3,71.8232044198895,3
28955,maroquinerie,0.05,(maroc)>ain>>erie>,"(0, 1, 2)",2,2.71999999999999,5,50,31,805.679999999999,3,87.0967741935483,109,267.479999999999,4,84.4036697247706,3
29041,massivement,0.21,(masser)>if>>ment>,"(0, 1, 2)",12,89.52,6,91.6666666666666,168,409.409999999999,2,68.4523809523809,919,5042.80999999999,4,70.1849836779107,3
29055,matérialisait,0.07,(matière)>el>>is[VB]>,"(0, 1, 2)",8,52.7399999999999,7,87.5,153,1103.39999999999,2,81.0457516339869,126,424.71,5,61.9047619047619,3
29058,matérialisme,0.38,(matière)>el>>isme>,"(0, 1, 2)",8,52.7399999999999,7,62.5,153,1103.39999999999,2,64.7058823529411,91,100.85,4,53.8461538461538,3
29063,matériellement,0.31,(matière)>el>>ment>,"(0, 1, 2)",8,52.7399999999999,7,75,153,1103.39999999999,2,68.6274509803921,919,5042.80999999999,4,64.2002176278563,3
29066,maternalisme,0,(mère)>el>>isme>,"(0, 1, 2)",7,700.249999999999,4,71.4285714285714,153,1103.39999999999,2,90.8496732026143,91,100.85,4,91.2087912087912,3
29084,matriarcale,0,(mère)>arc>>al>,"(0, 1, 2)",7,700.249999999999,4,71.4285714285714,1,0,3,0,200,1125.04,2,96.5,3
29097,mécanicien,5.76,(mécan)>ique>>ien>,"(0, 1, 2)",6,19.39,5,16.6666666666666,281,852.449999999999,4,13.5231316725978,66,291.01,3,18.1818181818181,3
29100,mécaniquement,0.12,(mécan)>ique>>ment>,"(0, 1, 2)",6,19.39,5,66.6666666666666,281,852.449999999999,4,79.7153024911032,919,5042.80999999999,4,77.5843307943416,3
29173,mélancoliquement,0,(mélancolie)>ique>>ment>,"(0, 1, 2)",3,7.15,10,66.6666666666666,281,852.449999999999,4,94.306049822064,919,5042.80999999999,4,93.4711643090315,3
29343,merveilleusement,3.63,(merveille)>eux>>ment>,"(0, 1, 2)",5,117.16,9,40,271,1027.7,3,16.9741697416974,919,5042.80999999999,4,18.1719260065288,3
29378,méthodiquement,0.09,(méthode)>ique>>ment>,"(0, 1, 2)",4,25.79,7,75,281,852.449999999999,4,82.5622775800711,919,5042.80999999999,4,81.2840043525571,3
29381,méticuleusement,0.37,(méticul)>eux>>ment>,"(0, 1, 2)",3,2.68,7,33.3333333333333,271,1027.7,3,60.1476014760147,919,5042.80999999999,4,61.1534276387377,3
29383,méticulosité,0,(méticul)>eux>>ité>,"(0, 1, 2)",3,2.68,7,66.6666666666666,271,1027.7,3,93.7269372693726,334,1491.88,3,94.6107784431137,3
29462,militairement,0.12,(milit)>aire>>ment>,"(0, 1, 2)",3,60.95,5,66.6666666666666,179,853.76,4,85.4748603351955,919,5042.80999999999,4,77.5843307943416,3
29469,milliardaire,3.42,(mille)>iard>>aire>,"(0, 1, 2)",9,280.04,5,66.6666666666666,2,20.93,4,50,179,853.76,4,29.608938547486,3
29476,millionième,0.26,(mille)>ion>>ième>,"(0, 1, 2)",9,280.04,5,88.8888888888888,766,3498.54,3,82.7676240208877,22,159.55,4,86.3636363636363,3
29477,millionnaire,6.56,(mille)>ion>>aire>,"(0, 1, 2)",9,280.04,5,44.4444444444444,766,3498.54,3,18.1462140992167,179,853.76,4,13.9664804469273,3
29497,miniaturisé,0.06,(mini)>atur>>is[VB]>,"(0, 1, 2)",4,6.79,4,75,1,0.06,4,0,126,424.71,5,63.4920634920634,3
29516,minutieusement,0.74,(minute)>eux>>ment>,"(0, 1, 2)",7,349.33,6,57.1428571428571,271,1027.7,3,46.4944649446494,919,5042.80999999999,4,47.442872687704,3
29520,miraculeusement,1.34,(miracle)>eux>>ment>,"(0, 1, 2)",3,62.65,7,66.6666666666666,271,1027.7,3,34.6863468634686,919,5042.80999999999,4,34.8204570184983,3
29529,miroitante,0.01,(mir)>oit>>ant/ent>,"(0, 1, 2)",5,28.85,3,80,2,0.05,3,50,522,3302.43999999999,7,90.9961685823754,3
29530,miroitement,0.04,(mir)>oit>>ment>,"(0, 1, 2)",5,28.85,3,60,2,0.05,3,0,919,5042.80999999999,4,85.4189336235038,3
29538,misérablement,0.36,(misère)>able>>ment>,"(0, 1, 2)",5,39.68,6,60,313,1042.69,4,69.9680511182108,919,5042.80999999999,4,61.4798694232861,3
29565,mobilisation,0.86,(mobile)>is[VB]>>ion>,"(0, 1, 2)",12,37.5999999999999,6,58.3333333333333,126,424.71,5,31.7460317460317,766,3498.54,3,62.2715404699738,3
29570,modalités,0.4,(mode)>al>>ités>,"(0, 1, 2)",3,33.64,4,66.6666666666666,200,1125.04,2,64,60,83.33,4,48.3333333333333,3
29617,mollassons,0.03,(mou)>asse>>on>,"(0, 1, 2)",11,25.87,3,72.7272727272727,14,39.9,4,85.7142857142857,109,331.19,2,85.3211009174312,3
29627,momentanément,1.29,(moment)>ané>>ment>,"(0, 1, 2)",3,435.69,6,33.3333333333333,5,6.66,3,40,919,5042.80999999999,4,35.7997823721436,3
29639,mondanités,0.32,(monde)>ain>>ité>,"(0, 1, 2)",5,847.55,5,60,31,805.679999999999,3,74.1935483870967,334,1491.88,3,72.754491017964,3
29668,monstrueusement,0.3,(monstre)>eux>>ment>,"(0, 1, 2)",4,77.07,7,75,271,1027.7,3,65.3136531365313,919,5042.80999999999,4,64.5266594124047,3
29671,monstruosité,0.4,(monstre)>eux>>ité>,"(0, 1, 2)",4,77.07,7,50,271,1027.7,3,59.040590405904,334,1491.88,3,69.7604790419161,3
29757,mordillement,0,(mordre)>iller>>ment>,"(0, 1, 2)",4,41.54,6,75,6,3.80999999999999,5,83.3333333333333,919,5042.80999999999,4,93.4711643090315,3
29773,mortalité,1.51,(mort)>el>>ité>,"(0, 1, 2)",8,1085,4,87.5,153,1103.39999999999,2,45.0980392156862,334,1491.88,3,39.2215568862275,3
29776,mortellement,2.03,(mort)>el>>ment>,"(0, 1, 2)",8,1085,4,50,153,1103.39999999999,2,38.5620915032679,919,5042.80999999999,4,25.8977149075081,3
29803,mouchardera,0.02,(mouche)>ard>>[VB]>,"(0, 1, 2)",6,42.42,6,83.3333333333333,52,113.07,3,86.5384615384615,1600,25208.9699999999,2,83.4375,3
29914,municipalité,1.77,(municip)>al>>ité>,"(0, 1, 2)",3,11.7199999999999,7,33.3333333333333,200,1125.04,2,40.5,334,1491.88,3,35.62874251497,3
29915,municipalités,0.03,(municip)>al>>ités>,"(0, 1, 2)",3,11.7199999999999,7,66.6666666666666,200,1125.04,2,87.5,60,83.33,4,78.3333333333333,3
29934,mûrissant,0.03,(mûr)>[VB]>>ant/ent>,"(0, 1, 2)",3,13.88,3,66.6666666666666,1600,25208.9699999999,2,81.625,522,3302.43999999999,7,87.7394636015325,3
30003,mystérieusement,1.63,(mystère)>eux>>ment>,"(0, 1, 2)",3,49.27,7,66.6666666666666,271,1027.7,3,30.6273062730627,919,5042.80999999999,4,30.5767138193688,3
